name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
metapod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfree,53,32,28,20,4,3,23,12,2,52,40,0,78,62,44,55,24,7,70,11,55,28,69,53,40,26,58,16,62,65,26,70,73,15,38,10,22,6,43,24,72,38,67,55,44,48,29,63,50,64,29,64,29,36,20,64,32,33,4,46,20,30,0,11,2,67,64,41,67,68,47,48,47,70,17,17,32,15,19,1,19,9,34,53,22,17,3,66,41,72,27,60,54,17,49,13,8,69,33,31,10,25,2,41,10,46,6,23,64,50,50,29,5,53,3,67,45,31,19,47,10,10,14,1,7,4,4,12,79,3,2,34,40,6,21,10,29,47,26,59,16,7,0,0,0,10,40,37,12,4,3
weedle,0,0,0,1,0,0,0,0,0,9,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,2,3,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,66,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,100,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beedrill,96,89,36,50,27,1,39,13,0,100,100,22,100,100,0,77,49,17,98,62,89,35,95,66,100,98,32,8,85,49,15,97,71,20,83,13,71,16,91,45,83,21,100,100,100,90,75,90,65,92,56,98,77,90,32,75,35,47,6,93,68,8,62,76,49,69,21,20,100,83,85,93,45,12,4,0,66,39,87,22,61,9,63,78,29,87,37,78,22,60,9,7,1,0,22,96,75,50,20,90,44,97,53,54,26,92,22,44,33,17,9,0,100,80,10,92,97,62,39,95,62,91,42,87,72,25,8,26,100,7,10,94,76,34,74,44,82,29,8,36,7,7,7,8,3,7,93,66,13,43,45
pidgey,12,7,1,9,1,0,0,0,0,30,9,1,36,5,2,0,0,0,13,0,27,0,11,0,4,0,4,0,0,0,0,9,0,0,0,0,3,0,7,0,15,0,14,3,0,40,14,13,5,44,3,19,1,3,0,13,2,2,0,6,0,0,0,6,0,8,2,0,35,17,2,8,0,0,0,0,1,0,1,0,0,0,0,17,2,0,0,0,0,9,0,0,0,0,0,10,1,7,0,1,0,6,0,5,0,7,0,1,0,0,0,0,18,10,0,9,0,0,0,2,0,0,1,1,0,0,0,0,34,0,0,16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3
pidgeotto,28,18,5,8,9,2,1,0,0,39,14,4,36,21,7,6,0,0,55,1,64,4,21,2,13,1,14,0,21,4,0,26,5,0,8,0,6,0,15,0,41,2,29,9,2,43,28,32,14,47,14,42,4,18,0,37,7,7,2,18,0,0,0,16,1,30,13,5,51,32,12,31,0,2,0,0,11,2,6,0,0,0,5,36,5,2,0,6,0,21,2,9,1,0,1,23,5,12,0,5,1,19,0,9,2,20,1,0,8,0,0,0,34,23,0,38,1,18,0,11,0,7,4,8,0,0,0,3,33,0,0,18,10,0,3,9,10,1,0,0,0,0,0,0,0,0,20,3,0,0,0
pidgeot,48,34,13,39,24,8,23,6,0,63,38,18,55,47,31,35,14,0,60,23,58,31,59,35,43,26,46,15,39,36,14,58,45,13,32,8,53,5,42,20,59,25,56,36,18,63,60,47,41,76,49,66,42,38,26,63,39,27,9,56,31,13,40,39,8,51,31,17,71,45,36,48,9,23,6,0,44,28,34,6,18,1,37,71,36,24,5,38,4,57,30,17,5,1,23,40,20,46,26,33,16,44,18,37,21,42,25,22,39,21,16,2,44,44,3,57,31,41,21,48,22,29,19,47,19,21,9,28,72,2,5,32,44,7,25,20,31,18,1,15,2,2,0,0,5,11,49,32,6,2,12
rattata,16,23,2,24,6,0,2,0,0,90,84,2,100,87,2,28,5,0,0,11,83,15,66,13,47,52,6,0,40,9,3,51,15,0,48,3,34,2,42,9,54,7,13,8,6,37,11,62,28,50,4,53,8,52,3,39,0,20,1,22,4,1,0,46,4,12,6,1,48,27,9,67,7,0,0,0,18,6,25,0,6,0,21,37,10,24,5,28,2,10,0,0,0,0,11,71,20,11,0,32,2,22,0,25,0,7,1,11,7,0,0,0,97,33,1,39,17,19,7,21,0,34,15,10,7,5,0,4,100,0,1,70,21,7,5,11,28,0,0,0,0,0,0,0,0,1,44,23,5,0,21
raticate,64,65,18,88,48,14,45,11,0,100,93,21,100,100,38,53,22,4,89,0,98,72,100,60,96,97,40,14,89,75,28,97,70,8,77,23,63,8,98,51,99,39,62,53,25,83,54,100,90,98,30,98,78,97,48,87,27,46,2,93,55,12,0,56,21,59,26,16,95,81,56,96,32,1,0,0,85,47,98,7,51,9,51,96,65,88,47,64,13,77,4,0,0,0,59,100,85,46,6,83,43,67,9,67,26,20,26,48,39,19,1,0,98,87,21,91,87,82,34,75,30,89,39,66,59,35,4,50,100,7,17,82,81,33,49,66,87,12,0,8,0,3,4,5,6,40,82,71,16,16,48
spearow,52,46,14,14,4,0,1,1,0,94,88,10,100,96,11,22,1,0,17,2,0,11,67,21,21,10,7,1,34,14,1,48,21,1,41,6,32,1,46,11,70,4,50,41,21,64,40,85,52,82,21,50,22,40,2,48,18,16,1,30,5,6,0,42,8,45,27,11,74,59,23,58,4,0,0,0,32,6,29,0,0,0,24,32,8,15,3,35,5,6,0,26,5,1,5,64,23,8,0,12,2,56,7,40,13,27,3,7,4,1,0,0,91,56,0,32,14,23,7,31,2,33,22,7,2,7,3,4,100,0,1,74,27,4,3,16,29,0,0,0,0,0,0,0,0,2,43,18,2,1,12
fearow,90,88,57,74,49,13,35,14,1,100,99,30,100,98,65,51,28,2,85,28,89,0,94,75,65,39,48,11,86,67,26,92,73,26,73,22,70,18,90,47,98,52,94,89,68,97,87,99,94,100,66,93,64,89,44,76,63,51,6,91,63,32,33,51,21,82,71,51,99,94,80,89,36,1,0,0,85,63,93,5,14,1,57,92,52,46,20,64,23,46,3,49,38,3,35,98,81,47,14,60,19,91,31,72,31,74,45,50,32,21,6,0,95,96,19,78,72,69,36,74,24,83,73,80,15,38,17,46,100,6,7,79,84,29,31,59,78,12,0,6,1,1,9,2,2,37,74,66,26,10,42
ekans,37,36,9,33,11,1,4,0,0,99,100,0,100,92,5,20,7,0,33,0,33,6,0,31,60,68,12,1,55,21,4,62,26,1,60,4,26,3,73,30,58,5,49,43,15,58,20,46,27,22,4,42,15,30,3,12,4,11,2,36,12,0,0,20,5,26,9,6,70,46,35,66,17,0,0,0,43,17,50,0,10,0,11,53,7,29,2,41,14,59,2,0,0,0,16,61,28,25,1,20,8,75,1,20,1,24,2,16,5,2,0,0,93,80,3,52,46,16,4,32,6,41,9,17,15,9,0,12,100,0,1,59,25,11,20,10,31,2,0,4,0,0,2,0,0,7,39,21,5,0,27
arbok,92,84,46,73,52,19,42,20,4,100,100,11,100,100,34,42,29,2,87,40,79,25,69,0,95,91,50,21,93,82,21,94,82,10,91,26,59,11,99,89,95,38,93,90,61,96,72,88,62,61,12,97,67,83,27,81,26,43,5,87,60,11,0,43,13,74,42,30,100,94,76,98,51,2,1,0,72,50,94,12,44,19,66,98,54,91,52,62,38,86,35,0,0,0,68,94,66,59,25,76,36,97,21,61,19,88,28,61,43,38,9,3,99,99,12,91,93,77,32,84,61,85,43,60,55,29,17,36,100,2,23,74,77,52,80,63,76,39,2,21,7,0,8,12,12,45,89,65,32,11,40
pikachu,13,11,0,30,9,0,19,8,1,99,100,5,100,100,0,61,34,5,53,4,79,35,40,5,0,68,32,3,74,40,0,70,47,0,51,4,26,2,65,43,85,37,9,7,0,36,10,71,24,14,2,76,32,76,23,46,3,21,0,61,44,5,12,26,3,41,11,0,50,24,2,75,26,2,0,0,39,10,83,24,26,4,42,84,41,49,13,63,4,99,50,35,3,1,8,54,14,74,44,19,0,43,0,9,1,6,3,23,42,14,0,0,34,68,1,88,83,61,25,73,51,40,33,3,2,5,2,16,100,24,7,76,24,25,4,4,34,61,26,56,41,9,0,9,2,48,30,13,6,1,14
raichu,11,2,0,42,16,4,50,35,10,100,100,17,100,100,2,60,51,9,48,3,90,61,32,9,32,0,0,0,92,41,0,75,39,0,71,2,37,1,72,43,99,84,9,0,0,30,12,90,46,0,0,78,26,98,77,51,17,37,5,93,71,23,10,10,6,62,16,3,64,20,0,93,55,0,0,0,47,21,98,63,37,4,44,99,61,81,33,41,5,97,89,54,44,1,0,48,10,77,73,10,0,31,0,0,0,3,0,17,53,22,0,0,0,82,0,100,100,91,61,98,86,60,81,6,0,11,5,26,100,37,27,85,32,42,0,2,62,99,53,90,38,18,0,19,2,97,15,0,9,0,14
sandshrew,41,48,15,57,40,17,16,3,0,100,100,6,100,100,68,52,33,1,94,59,93,52,88,50,68,100,0,13,99,86,36,97,86,19,92,29,61,18,100,94,99,66,40,25,11,97,75,96,70,96,65,99,88,92,43,85,52,44,6,58,34,4,0,50,23,78,40,27,92,72,38,66,22,6,0,0,82,61,86,1,38,10,77,96,62,51,20,97,26,40,3,0,0,0,86,98,69,56,16,89,35,37,17,96,47,64,38,77,64,29,16,0,100,71,27,43,16,80,42,51,11,85,59,82,97,50,12,53,100,1,9,75,90,33,93,69,52,12,0,5,0,4,10,2,48,54,80,81,47,7,37
sandslash,72,89,37,88,71,40,69,46,7,100,100,32,100,100,92,75,47,22,100,86,99,89,99,79,97,100,85,0,100,100,83,100,99,74,99,82,72,44,100,100,100,92,77,62,48,100,99,99,98,100,90,100,98,100,94,100,85,81,31,96,83,42,0,63,47,99,91,76,97,97,77,94,73,51,29,1,98,98,100,43,95,50,100,100,96,91,62,99,84,95,27,0,0,0,100,100,96,87,49,99,87,86,76,100,94,94,82,97,93,76,59,11,100,100,65,91,85,97,90,83,66,98,95,94,100,82,52,95,100,20,33,98,100,87,97,96,95,68,2,44,6,36,38,9,91,100,98,99,79,46,67
nidoran-f,37,33,5,30,24,4,2,0,0,99,93,0,100,51,15,27,7,0,60,11,66,14,45,7,26,8,1,0,0,27,3,76,33,0,58,1,31,3,67,28,77,8,32,20,1,69,26,38,15,59,6,85,60,33,3,42,7,20,1,61,15,3,0,23,0,51,9,6,82,55,17,64,6,4,2,0,43,10,44,0,44,7,24,69,30,20,10,17,0,23,2,0,0,0,53,67,15,11,3,41,5,32,1,36,0,43,2,39,9,0,14,0,94,58,9,40,23,35,7,33,2,32,9,31,20,11,2,27,100,0,6,87,49,4,28,18,41,19,1,7,2,1,0,0,0,1,46,24,6,1,20
nidorina,74,64,22,63,39,20,34,2,0,100,99,2,100,82,51,44,24,3,91,25,86,33,79,18,60,59,14,0,73,0,5,98,75,4,75,10,39,9,95,67,98,25,82,50,13,88,56,85,38,79,22,99,78,80,19,60,24,30,3,87,42,1,0,29,5,71,28,15,99,89,52,93,25,9,5,1,71,46,77,4,78,23,54,86,60,60,27,50,7,61,10,0,0,0,79,89,47,42,8,82,25,70,6,58,8,85,9,64,29,3,18,3,99,84,18,78,62,65,19,70,15,54,32,62,43,24,5,58,100,0,10,92,85,21,63,55,72,46,9,42,10,1,4,2,4,23,79,55,9,2,28
nidoqueen,93,92,53,94,72,46,77,33,4,100,100,30,100,100,85,72,56,11,97,72,99,74,96,79,100,100,64,17,97,95,0,100,100,44,99,61,77,28,100,100,100,87,97,85,69,99,91,99,94,96,60,100,96,98,67,97,77,79,11,96,73,38,0,62,33,99,83,73,100,97,97,99,69,17,2,1,98,90,100,27,94,66,94,100,92,94,80,97,87,88,26,0,0,0,97,100,95,57,26,98,76,94,44,94,51,99,57,94,89,67,26,3,100,100,47,87,82,96,77,89,70,94,91,96,100,69,34,76,100,8,28,96,100,84,99,96,97,56,5,40,12,17,37,11,82,100,99,98,65,27,58
nidoran-m,55,40,8,31,13,0,5,0,0,100,99,0,100,87,3,22,7,0,49,3,52,8,38,6,30,25,3,0,24,2,0,0,25,1,52,3,38,3,69,24,69,5,46,22,6,62,19,43,15,38,3,78,38,32,4,22,5,19,2,57,17,0,0,18,2,41,20,4,76,46,22,58,7,6,2,0,44,14,33,0,50,10,22,58,18,40,13,29,2,30,3,0,0,0,43,72,18,18,2,47,4,41,0,33,3,47,2,37,8,1,7,0,96,58,10,40,27,20,9,46,1,29,13,26,21,18,1,23,100,0,6,83,53,4,29,19,37,21,1,17,4,1,3,0,0,3,56,31,4,1,15
nidorino,74,77,22,59,35,15,22,13,1,100,99,1,100,97,29,46,22,0,85,30,79,27,74,18,53,61,13,1,67,25,0,75,0,2,76,13,57,6,92,73,89,28,81,59,25,81,46,83,43,68,14,97,76,79,16,68,18,35,3,81,43,4,0,38,8,64,32,16,96,85,53,88,26,12,3,0,65,38,74,2,76,29,64,84,47,64,42,54,8,54,11,0,0,0,69,85,40,43,2,70,21,73,4,54,11,78,18,60,28,9,23,7,98,91,18,79,75,68,28,71,8,54,23,55,49,38,3,48,100,0,20,86,84,25,65,49,72,45,8,43,7,3,4,3,1,23,82,62,17,1,30
nidoking,94,98,73,93,86,40,77,60,11,100,100,45,100,100,80,79,68,23,100,92,99,74,99,90,100,100,81,26,100,96,56,99,98,0,100,76,89,45,100,98,100,87,100,96,85,100,94,100,95,98,64,100,98,100,87,100,81,87,24,94,85,63,0,73,46,99,93,82,100,99,96,100,78,22,5,1,98,92,100,37,100,83,97,100,92,98,89,100,93,97,40,0,0,0,97,100,99,83,55,100,93,99,59,98,77,100,86,98,88,81,52,5,100,100,48,95,93,97,82,96,80,94,89,95,100,89,50,93,100,45,49,100,99,93,100,98,98,74,4,63,20,24,62,33,79,100,100,98,89,44,73
clefairy,22,14,3,42,21,5,8,1,0,87,41,1,72,50,15,16,7,0,51,7,55,14,39,2,45,12,5,0,33,11,0,42,13,0,0,2,25,2,41,21,92,26,24,16,1,76,36,63,37,66,20,72,36,68,18,30,6,20,0,58,26,4,0,27,6,41,8,7,53,46,7,57,8,14,4,1,50,18,54,6,17,4,27,70,35,19,4,17,0,40,12,10,3,1,48,78,42,16,7,41,9,23,2,62,16,58,2,15,13,4,20,0,52,50,6,44,29,33,12,32,21,67,31,19,20,12,5,22,95,1,4,30,35,9,30,22,55,19,5,15,3,4,0,0,0,10,44,32,9,0,7
clefable,90,77,46,84,65,43,87,72,20,98,84,23,97,89,85,79,52,22,96,65,89,69,95,68,92,96,61,16,94,84,33,91,81,22,67,0,72,27,94,80,96,85,87,86,69,93,95,94,88,95,72,91,93,96,82,95,67,61,27,93,90,63,0,60,42,93,83,71,97,94,76,99,85,57,38,29,89,83,91,52,90,65,88,94,85,90,63,79,30,90,76,35,25,20,80,93,88,91,45,94,83,88,46,92,76,97,65,85,76,47,71,43,92,90,42,97,85,89,71,94,89,98,86,94,88,79,41,82,98,28,67,83,93,69,94,90,90,81,44,80,39,39,22,41,38,89,97,90,64,35,60
vulpix,33,27,8,11,8,1,2,0,0,64,62,5,57,54,10,21,7,0,30,2,26,5,22,4,29,9,5,1,13,5,0,16,5,0,8,0,0,0,37,11,40,12,54,46,31,72,39,58,35,27,4,41,13,20,1,13,8,12,0,11,1,1,0,26,3,29,10,6,68,52,33,13,0,10,0,1,14,10,11,1,54,42,18,49,16,3,5,29,4,28,14,23,14,2,7,22,10,22,1,21,6,60,16,22,4,5,3,6,16,7,3,1,15,44,3,21,5,12,5,10,0,22,24,24,7,9,8,9,54,0,1,19,19,1,11,11,13,0,0,3,2,2,0,4,0,7,22,7,2,5,0
ninetales,21,20,3,9,12,2,3,1,0,49,34,5,50,26,16,18,4,0,29,2,29,4,20,5,18,19,6,1,15,7,0,16,11,1,8,0,5,0,42,2,52,11,40,34,18,47,49,26,26,53,9,41,21,24,3,51,14,13,1,27,7,1,22,35,5,31,14,6,59,37,18,25,5,5,0,0,18,8,10,0,49,20,25,36,24,9,4,19,2,36,19,14,4,0,6,20,10,21,6,21,12,29,13,19,4,22,8,8,19,4,5,0,30,46,2,21,6,16,5,24,1,17,25,26,13,6,15,7,31,0,3,8,22,3,16,10,18,0,0,2,0,2,1,2,9,5,22,15,4,1,6
jigglypuff,24,42,8,46,21,5,1,1,0,100,85,4,98,86,7,26,5,0,58,2,54,10,27,1,35,28,0,0,33,5,0,30,8,0,19,0,15,0,0,17,88,12,13,5,2,60,15,94,43,54,6,70,32,54,10,29,11,23,1,58,13,0,0,46,7,29,5,3,50,32,6,63,6,0,0,0,56,23,81,0,9,0,21,68,18,37,2,23,0,14,0,0,0,0,39,89,33,4,0,44,8,30,0,49,1,16,2,9,0,1,0,0,91,49,3,42,35,25,6,40,1,62,13,14,25,8,0,10,100,0,0,97,46,4,18,19,38,0,0,0,0,0,0,0,2,4,43,26,2,1,31
wigglytuff,51,38,9,86,54,14,25,5,0,100,67,9,95,79,55,22,11,0,91,42,89,50,70,10,57,56,6,0,69,32,0,76,27,2,21,2,11,2,53,0,98,50,40,23,12,97,74,88,66,95,30,98,82,86,39,64,15,25,3,84,49,3,0,43,13,67,40,13,89,65,24,85,24,0,0,0,90,66,82,1,24,1,57,97,72,56,11,35,0,72,3,0,0,0,36,97,70,38,8,77,31,43,6,75,22,54,25,40,32,4,0,0,79,70,20,50,44,79,39,65,20,78,73,69,50,21,4,61,100,4,1,77,82,11,59,65,78,2,0,1,0,5,3,4,3,42,83,66,18,7,35
