name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
weedle,2,0,0,0,0,0,0,0,0,47,100,0,0,0,0,0,0,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,16,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,82,17,0,0,0,0,0,0,0,10,3,0,1,0,0,0,92,0,0,45,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beedrill,98,97,56,73,51,5,60,26,0,100,100,29,100,100,0,61,31,6,97,61,76,24,84,50,96,100,25,0,80,39,4,90,63,3,64,8,51,4,75,33,69,12,100,98,86,77,45,89,66,91,33,91,54,71,17,48,10,24,0,88,48,0,48,75,32,49,28,5,92,80,79,90,44,3,0,0,57,31,86,10,39,2,31,64,23,69,19,50,19,53,0,1,0,0,23,88,70,33,8,76,17,90,34,50,16,88,5,30,16,8,4,0,100,79,4,92,90,42,11,86,60,82,28,55,49,15,9,16,100,0,8,83,70,21,68,29,82,19,0,23,3,0,0,0,1,1,92,61,5,30,32
pidgey,19,9,1,7,1,0,1,0,0,31,14,0,49,15,1,0,0,0,11,0,16,1,11,0,1,0,0,0,1,2,0,6,0,0,0,0,2,0,3,0,15,0,2,2,2,30,9,17,4,30,2,5,0,1,0,2,1,1,0,2,0,0,0,1,0,0,0,0,27,11,0,1,0,0,0,0,4,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,8,2,0,0,0,0,2,0,8,1,3,0,0,1,0,0,0,7,10,0,2,1,0,0,0,0,6,1,1,0,0,0,0,29,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pidgeotto,24,27,2,22,10,1,7,2,0,54,26,2,52,28,18,12,0,0,31,1,32,4,23,3,7,3,4,0,13,3,0,25,7,0,7,0,8,0,16,1,24,1,14,3,4,43,15,29,14,41,10,31,3,12,1,20,1,1,0,8,3,0,0,6,1,9,4,0,32,18,9,22,0,0,0,0,4,2,10,0,0,0,6,21,5,0,0,1,0,12,0,0,0,0,1,19,5,9,0,3,0,17,1,6,7,8,0,0,2,0,0,0,23,23,0,28,2,7,1,6,0,12,3,4,0,0,0,0,47,0,0,4,7,0,0,3,10,0,0,0,0,0,0,0,0,0,11,2,0,0,1
pidgeot,51,53,12,52,29,13,49,20,0,63,46,18,56,45,39,32,23,0,51,25,60,38,42,31,45,23,42,5,41,33,2,48,39,7,32,3,16,6,38,21,53,15,42,27,23,54,46,44,42,64,34,51,34,40,23,59,20,27,0,44,27,7,9,27,6,42,20,8,59,53,42,34,20,12,5,0,37,26,30,4,11,0,34,39,31,19,3,20,1,45,15,8,2,0,16,34,20,41,22,41,9,38,3,41,16,32,8,21,26,5,6,1,39,35,3,57,36,43,12,42,16,32,28,26,9,14,9,19,51,2,0,15,28,4,15,24,28,16,1,11,1,0,0,0,0,14,42,30,6,1,2
rattata,31,22,3,28,10,1,4,0,0,95,100,7,97,100,3,31,13,0,0,2,50,9,53,8,31,23,0,0,13,5,0,31,8,0,25,0,12,0,31,3,46,1,8,5,0,22,10,50,14,24,3,27,6,28,0,17,0,8,0,13,0,0,0,18,2,5,0,0,32,15,3,48,0,0,0,0,15,3,23,0,2,0,9,23,3,10,3,6,1,3,0,0,0,0,0,45,14,3,0,5,1,9,0,17,0,3,0,4,0,0,0,0,91,12,0,17,4,2,0,7,0,27,10,2,0,1,0,0,100,0,0,50,7,0,1,3,11,0,0,0,0,0,0,0,0,0,23,9,2,0,8
raticate,68,77,15,89,61,25,63,25,0,100,100,30,100,100,39,53,35,2,98,0,100,60,91,55,95,83,16,1,70,47,8,76,50,1,63,4,45,4,87,40,90,19,46,17,9,77,32,94,62,82,11,85,53,86,23,54,4,30,0,67,30,1,0,48,19,21,10,6,83,56,33,91,20,0,0,0,72,34,92,4,28,3,38,86,48,72,27,52,6,49,0,0,0,0,41,96,65,27,4,62,18,48,1,62,15,6,4,29,17,0,0,0,97,72,12,75,52,56,19,54,4,73,33,42,35,12,0,30,100,1,4,85,50,14,18,34,82,1,0,3,0,1,2,0,0,15,83,56,5,3,19
spearow,51,59,11,30,6,0,3,0,0,95,100,15,95,100,24,32,7,0,50,0,0,7,47,3,9,2,3,0,17,4,0,29,6,0,17,0,14,0,20,7,38,2,34,20,7,55,30,63,23,50,14,26,2,17,0,27,3,2,0,13,0,1,0,12,2,15,7,3,69,39,10,33,2,0,0,0,10,3,16,0,0,0,9,13,3,5,0,15,0,1,0,4,4,0,2,44,7,6,0,2,0,40,0,14,7,12,0,3,2,0,0,0,79,37,0,15,4,5,2,5,0,24,18,4,0,1,1,0,99,0,0,61,7,1,0,3,11,0,0,0,0,0,1,0,0,0,18,10,1,0,11
fearow,93,89,59,83,60,13,46,18,0,100,100,38,100,100,76,51,30,4,91,40,93,0,84,43,51,15,16,2,68,46,10,80,52,2,47,7,43,5,70,27,75,37,76,62,33,87,76,96,76,96,51,89,45,74,22,67,37,25,4,69,25,7,31,48,12,64,36,24,93,79,62,86,25,1,0,0,61,31,75,1,2,0,43,79,16,38,13,46,11,20,1,33,19,1,24,89,55,24,7,31,6,73,8,52,15,51,24,22,14,3,0,0,96,89,5,59,63,44,11,52,8,70,56,41,8,24,6,13,100,2,2,77,49,14,7,39,68,4,0,3,0,0,2,2,0,12,64,52,14,2,24
ekans,56,37,6,39,24,2,15,1,0,100,100,2,100,100,16,26,12,0,46,9,53,15,0,12,40,36,3,0,38,12,1,55,9,0,57,0,14,1,47,34,44,7,40,20,11,49,15,49,13,10,0,33,1,21,0,10,0,2,0,25,6,0,0,8,0,12,3,2,54,25,9,43,3,0,0,0,29,4,38,2,0,0,5,26,5,17,2,18,2,24,0,0,0,0,8,45,17,12,3,20,3,49,0,15,2,16,0,11,1,1,0,0,84,65,0,28,22,8,2,26,0,32,15,4,15,2,1,0,100,0,0,67,3,5,8,3,19,0,0,1,0,0,0,0,0,0,29,17,4,1,15
arbok,91,81,37,84,63,19,67,39,4,100,100,18,100,100,50,47,37,3,92,45,97,57,88,0,90,90,30,2,84,64,5,93,67,1,82,16,49,8,94,74,85,28,85,68,37,93,52,76,42,43,3,79,43,81,22,48,5,37,1,68,40,2,0,20,8,66,36,18,95,80,63,84,39,1,0,0,62,43,90,11,29,4,40,90,24,72,47,49,21,73,13,0,0,0,50,88,47,53,14,56,16,94,4,47,8,60,3,47,22,16,2,1,96,95,3,90,75,54,33,58,26,78,50,33,28,13,2,22,100,0,7,81,55,33,50,35,57,10,0,16,3,1,8,0,0,20,69,54,20,7,24
pikachu,18,13,0,50,12,1,41,14,3,100,100,14,100,100,4,69,48,4,69,5,91,49,60,10,0,51,3,0,49,19,0,56,24,0,47,1,18,0,42,21,75,17,3,0,0,19,4,54,22,11,0,53,8,56,13,24,1,7,0,47,18,1,2,14,2,18,3,0,36,17,0,62,7,0,0,0,16,3,65,12,8,0,38,79,14,26,8,41,1,84,46,15,1,0,1,31,3,39,39,5,1,26,0,9,1,2,0,15,12,2,0,0,47,47,0,82,78,37,16,57,20,34,23,0,1,1,2,1,100,7,5,58,15,8,1,0,17,51,15,44,15,4,0,2,0,26,32,8,0,0,6
raichu,15,4,1,57,21,8,75,49,11,100,100,26,99,100,0,55,53,13,77,17,98,85,64,10,49,0,0,0,50,30,0,58,21,0,39,1,23,1,49,47,83,34,0,0,0,17,2,70,31,0,0,65,17,87,41,27,3,10,0,83,50,4,0,21,0,30,8,1,28,11,0,83,30,0,0,0,39,14,81,48,16,0,47,89,53,68,20,36,0,97,64,19,9,0,0,27,2,81,43,1,0,7,0,0,0,0,0,19,26,5,0,0,1,52,0,97,93,65,27,77,54,43,44,0,0,0,4,5,100,22,4,87,12,33,0,0,47,84,35,65,34,4,0,4,0,69,12,1,2,0,16
sandshrew,50,71,20,75,57,32,35,9,2,100,100,21,100,100,75,56,47,9,100,82,97,84,97,70,97,100,0,5,95,77,16,97,74,7,90,20,37,4,94,89,97,53,24,13,18,94,76,94,66,89,38,98,76,77,37,73,22,28,0,42,17,3,0,35,7,77,34,11,76,59,26,67,14,6,4,1,76,41,87,7,23,5,69,91,53,34,15,73,15,22,2,0,0,0,80,95,63,31,9,70,34,34,4,83,39,50,15,78,34,7,19,2,97,68,13,34,20,56,29,30,6,71,61,62,98,22,8,52,100,0,1,50,86,32,79,55,59,6,0,4,2,4,4,1,30,22,63,73,35,2,29
sandslash,87,93,48,99,92,60,94,63,17,100,100,41,100,100,100,74,64,34,100,99,100,98,100,98,100,100,95,0,100,100,64,100,100,37,97,64,65,29,100,99,100,81,53,53,35,99,92,100,90,98,82,100,98,100,88,92,50,60,18,91,56,14,0,72,36,96,79,74,96,94,68,86,47,50,21,6,99,82,100,40,87,38,96,100,89,90,55,97,64,90,25,0,0,0,98,100,95,75,37,98,78,76,55,100,85,86,62,99,86,59,67,11,100,99,47,80,66,94,68,70,47,100,93,90,100,65,31,92,100,8,27,88,100,71,98,95,97,55,3,36,4,24,41,0,83,100,99,94,79,25,49
nidoran-f,60,53,9,54,32,3,13,0,0,100,100,1,100,96,20,38,14,0,87,29,83,32,62,16,50,49,5,0,0,14,0,66,18,0,44,0,16,1,63,27,59,1,19,12,1,50,25,35,9,41,1,80,19,29,0,24,0,6,0,32,5,0,0,18,0,23,6,2,82,40,6,49,6,1,0,0,40,7,22,1,15,1,12,60,13,16,5,19,0,19,0,0,0,0,34,48,17,5,0,35,2,19,0,36,1,35,0,32,2,1,4,0,98,51,0,18,20,21,4,17,0,28,12,10,15,2,0,10,100,0,0,63,31,5,9,6,30,6,0,4,0,0,0,0,0,0,33,27,2,1,8
nidorina,83,69,25,80,60,21,64,11,0,100,100,4,100,99,61,47,35,3,95,52,96,54,88,36,81,70,22,0,86,0,3,90,49,1,60,4,31,3,82,50,86,18,46,38,8,78,40,62,29,57,5,90,59,64,9,36,7,15,0,71,22,0,0,21,0,57,28,8,91,74,36,80,14,1,1,0,63,24,62,5,46,6,32,86,42,58,21,41,7,50,2,0,0,0,64,81,34,28,1,60,14,41,1,40,6,69,0,43,16,1,13,0,97,77,12,66,42,44,10,55,8,46,28,37,38,8,2,39,100,0,5,78,77,17,53,30,62,30,0,21,1,1,6,0,0,7,73,50,11,0,24
nidoqueen,99,95,63,100,89,52,93,73,6,100,100,43,100,100,96,70,55,18,100,92,100,90,99,95,100,100,84,35,100,97,0,100,99,17,94,43,69,21,100,98,100,76,85,78,48,98,88,98,83,85,27,99,90,99,57,95,45,68,8,88,59,19,0,56,15,97,83,55,99,98,85,96,55,3,1,0,92,82,99,18,92,62,92,100,87,89,73,93,59,81,7,0,0,0,92,99,92,52,21,99,67,90,25,80,40,99,42,95,71,59,16,2,100,100,29,83,83,93,73,77,33,86,82,74,100,53,18,74,100,2,15,89,97,76,98,95,92,40,2,19,3,9,34,3,57,93,99,97,47,20,49
nidoran-m,70,40,19,44,20,1,14,1,0,100,100,0,100,100,10,46,17,0,68,24,71,19,45,7,44,41,3,0,34,10,0,0,14,0,43,0,15,0,61,27,39,4,19,13,4,45,13,37,13,18,0,61,27,17,1,10,0,3,0,27,7,0,0,6,1,22,4,2,74,28,6,47,1,0,0,0,21,6,25,0,33,1,11,38,7,21,6,15,0,12,0,0,0,0,22,46,13,2,1,14,1,25,0,20,0,22,0,18,2,0,1,0,98,50,1,25,13,5,0,11,0,30,8,6,8,4,0,3,100,0,0,71,19,3,11,2,41,5,0,3,0,0,0,0,0,0,35,19,2,0,13
nidorino,86,74,25,73,41,10,53,20,0,100,100,7,100,100,37,46,35,2,92,49,94,48,91,33,76,78,25,0,82,51,1,86,0,0,60,4,44,1,85,54,82,12,62,28,13,70,32,75,25,49,9,78,53,64,5,35,8,30,0,59,15,0,0,25,4,50,17,9,91,63,29,81,17,5,0,0,63,19,58,4,54,3,42,70,27,55,25,36,4,47,3,0,0,0,38,66,26,16,1,53,11,47,0,31,1,54,1,51,7,4,11,0,99,76,8,71,45,43,9,65,2,40,21,29,22,7,0,23,100,0,11,81,75,14,32,29,61,31,1,21,2,0,2,0,0,4,74,36,8,1,13
nidoking,99,99,89,100,98,63,99,83,35,100,100,55,100,100,97,81,74,41,100,99,100,98,100,99,100,100,92,62,100,99,83,100,100,0,100,64,79,29,100,97,100,85,96,81,69,99,94,98,80,95,48,100,96,98,76,97,63,78,19,96,73,42,0,60,36,97,89,77,99,98,88,97,74,14,5,0,99,80,100,34,94,77,96,100,87,96,87,93,65,91,30,0,0,0,93,100,98,72,50,99,75,95,40,89,49,100,68,96,84,63,49,5,100,100,41,85,85,92,76,89,71,95,90,81,100,70,26,83,100,18,28,86,99,93,97,93,99,68,3,46,17,12,61,10,66,92,99,98,80,25,48
clefairy,28,22,4,52,36,7,21,11,0,97,72,5,69,83,31,30,18,5,72,31,79,43,39,11,52,56,9,1,48,30,3,55,34,0,0,4,13,1,34,19,82,31,19,11,3,56,31,50,33,45,12,54,25,52,12,18,7,9,1,38,15,0,0,12,2,24,5,5,41,24,2,40,3,9,8,3,36,16,59,1,11,2,17,54,18,10,5,11,1,28,4,5,0,1,50,57,24,15,6,27,3,8,1,43,11,44,1,27,8,0,8,2,40,44,3,40,37,36,5,18,9,66,30,17,15,5,5,22,99,0,2,33,22,7,25,11,47,12,4,6,1,1,1,0,0,11,31,26,7,0,12
clefable,93,81,51,92,84,61,91,90,45,98,94,46,96,82,90,65,41,31,98,92,100,88,96,77,96,95,73,32,94,90,48,97,93,32,79,0,45,25,93,89,97,80,81,74,62,94,86,92,86,99,60,94,83,93,77,77,55,61,11,93,84,45,0,41,33,90,76,68,97,85,50,93,63,60,34,24,88,77,93,71,87,46,83,94,78,90,64,62,30,90,65,30,25,8,90,95,83,79,44,94,65,69,45,91,76,92,42,86,64,35,69,30,80,92,37,90,92,86,71,87,80,95,79,74,82,55,40,77,97,23,53,66,96,74,85,75,96,80,58,76,36,40,18,27,37,83,94,81,62,21,48
vulpix,45,41,10,20,4,2,5,0,0,66,62,9,62,52,18,32,8,0,39,5,33,11,38,10,29,25,16,1,33,14,0,38,7,0,17,7,0,0,26,9,38,4,27,27,19,57,31,43,28,11,1,27,10,9,2,10,2,4,0,2,0,0,0,12,0,12,3,2,45,40,15,7,1,3,0,0,13,3,5,1,45,15,14,29,9,5,1,17,5,31,10,12,1,0,8,23,9,6,0,10,0,45,4,19,0,3,0,5,4,1,2,0,13,44,0,11,2,9,2,8,0,14,11,8,5,3,5,3,45,0,0,12,8,1,2,3,12,0,0,1,0,2,0,0,0,1,11,4,2,1,2
ninetales,32,25,8,22,12,2,8,1,0,49,43,11,44,45,25,23,12,1,31,10,35,16,30,16,27,14,17,2,25,20,1,29,14,0,16,5,15,0,21,9,26,5,26,25,15,51,39,23,20,31,2,24,16,11,2,23,4,6,0,14,4,0,3,13,4,17,2,3,40,23,19,16,2,4,0,0,10,3,3,1,31,19,9,30,15,12,2,12,1,15,6,9,2,0,6,17,8,7,1,22,8,31,3,19,2,9,2,5,16,4,2,0,21,39,2,21,6,4,2,15,0,18,9,21,7,4,9,1,34,0,0,3,28,3,11,3,23,2,0,2,1,1,0,7,0,1,14,4,1,0,0
jigglypuff,34,48,12,54,32,6,11,3,0,100,99,5,100,100,24,32,19,0,66,13,78,29,52,6,57,49,6,0,36,17,0,37,13,0,36,3,15,0,0,18,65,9,4,2,1,38,9,83,34,34,3,54,22,31,2,15,3,7,0,39,9,0,0,23,2,11,5,2,32,17,1,38,1,0,0,0,27,11,57,0,7,0,12,44,12,12,5,7,0,8,0,0,0,0,39,69,26,3,0,23,3,16,0,29,2,10,0,10,1,0,0,0,73,49,4,33,23,4,4,25,1,66,7,7,15,4,2,3,100,0,1,76,11,1,12,4,21,1,0,0,0,0,0,1,0,6,35,23,7,0,17
wigglytuff,39,30,7,75,67,26,49,13,0,100,97,6,83,100,67,24,11,2,97,60,93,73,66,25,79,53,10,1,73,48,2,71,45,3,30,1,26,2,68,0,91,27,16,10,1,88,50,70,44,72,9,90,50,69,8,36,8,14,0,66,28,1,0,34,9,41,18,3,67,35,10,51,5,1,0,0,59,19,93,1,9,0,37,84,47,42,8,13,1,43,1,0,0,0,65,73,42,14,5,58,8,8,4,74,11,33,4,27,12,0,0,0,48,46,9,37,19,49,17,29,6,80,47,32,30,6,4,39,100,0,1,64,48,5,28,36,62,4,0,0,0,0,3,0,0,22,48,44,6,3,25
