name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
raichu,3,1,0,31,3,3,35,24,4,97,100,19,91,100,0,61,50,3,44,1,92,37,23,6,13,0,0,0,85,62,0,78,58,0,82,10,43,8,73,61,98,73,16,10,3,51,15,90,68,0,0,82,40,96,71,54,27,47,6,88,78,36,8,36,13,61,47,14,70,43,7,95,77,0,0,0,68,46,100,68,59,16,65,94,73,78,46,65,14,95,85,61,40,3,0,64,33,85,79,24,1,50,1,0,0,9,8,58,51,32,0,0,31,76,3,100,98,87,65,96,83,83,84,18,6,20,19,25,100,48,38,99,54,79,1,17,73,95,72,91,57,21,0,34,9,95,55,24,30,2,43
sandshrew,40,33,9,48,36,6,10,4,0,100,100,15,99,100,26,62,28,7,82,41,93,43,84,32,73,100,0,35,98,97,59,100,97,35,97,47,67,25,100,98,98,81,39,34,25,97,92,96,68,96,65,100,96,92,61,91,52,49,17,69,47,14,0,57,33,95,67,51,90,73,50,73,53,42,19,2,91,72,99,30,55,29,90,98,65,50,33,94,54,65,10,0,0,0,95,97,82,69,39,90,57,53,31,94,49,77,53,97,85,49,51,12,100,89,36,52,42,78,67,56,38,92,88,80,100,54,41,84,100,6,7,88,96,61,97,84,74,37,1,16,3,12,23,7,65,75,86,93,68,11,71
sandslash,66,62,19,90,65,32,65,41,3,100,100,32,100,100,69,80,63,19,99,76,98,69,98,81,98,100,62,0,100,100,92,100,100,84,99,80,80,51,100,100,99,96,74,76,60,100,98,100,95,100,89,100,100,100,99,98,82,82,42,89,77,51,0,73,47,100,97,93,100,97,81,93,80,90,51,27,100,98,100,77,97,77,100,100,98,94,69,98,90,100,64,0,0,0,100,100,99,89,66,100,87,93,71,100,96,95,92,100,93,93,93,48,100,98,76,94,90,100,93,81,86,100,98,95,100,89,61,97,100,26,50,99,100,93,100,98,100,92,32,70,38,67,76,16,93,100,100,100,90,54,88
nidoran-f,19,17,3,18,11,0,0,0,0,87,100,1,100,96,7,18,1,0,47,6,47,7,30,5,18,15,2,0,0,51,3,87,63,1,87,13,41,7,80,61,81,30,61,46,17,79,47,68,32,62,10,91,62,51,9,51,11,26,4,70,31,0,0,24,4,71,26,12,92,65,47,84,28,13,8,0,65,27,67,8,43,12,42,78,45,33,22,68,11,72,7,0,0,0,61,74,38,24,5,62,23,76,1,55,13,69,6,68,29,5,18,2,98,82,8,51,56,53,20,58,13,53,34,46,42,20,2,34,100,1,10,87,59,27,60,34,53,50,3,12,9,2,5,0,1,12,70,59,20,1,35
nidorina,43,31,3,44,27,1,18,1,0,100,100,1,100,100,23,47,16,1,81,20,82,25,75,12,40,37,3,0,49,0,26,100,87,10,90,20,58,15,98,89,98,57,90,72,45,90,69,93,52,75,25,98,84,98,33,79,35,50,12,87,67,13,0,43,12,88,67,48,100,94,75,93,49,23,15,5,86,55,93,8,74,43,74,94,66,76,44,83,42,91,25,0,0,0,84,96,64,74,12,88,51,83,10,72,32,92,27,88,53,15,37,10,99,95,28,87,81,84,54,83,43,85,55,75,69,54,19,70,100,1,32,99,96,58,84,73,76,66,19,53,20,10,20,3,1,53,95,81,37,11,43
nidoqueen,82,75,19,89,57,30,61,25,1,100,100,20,100,100,65,75,65,7,99,60,100,57,100,71,100,100,41,8,97,74,0,100,100,45,98,80,84,41,100,99,100,88,96,97,75,100,95,100,94,97,52,100,99,100,86,99,79,76,30,93,84,62,0,72,43,99,97,85,100,99,98,100,84,39,14,2,100,95,100,56,99,90,100,100,98,96,90,99,92,96,50,0,0,0,96,100,99,79,67,100,93,95,65,99,74,100,81,98,93,87,70,19,100,100,54,98,94,95,81,94,93,99,96,87,100,84,53,91,100,23,44,99,100,95,100,96,97,93,19,69,30,46,55,22,97,99,99,98,89,40,76
nidoran-m,34,7,0,15,4,0,3,0,0,85,100,1,100,100,1,19,5,0,48,7,34,5,28,4,18,22,0,0,13,0,0,0,50,0,85,11,36,5,85,71,76,18,68,36,13,73,37,73,28,37,13,84,56,55,6,51,7,19,0,52,24,2,0,21,12,62,38,10,88,50,35,83,24,8,3,0,49,22,70,3,61,9,34,60,27,53,19,63,9,63,5,0,0,0,41,81,34,19,5,53,12,71,1,46,8,51,4,63,17,3,21,6,98,75,5,60,46,46,13,48,10,52,33,31,38,18,5,26,100,0,4,93,50,17,40,26,60,27,3,16,7,0,3,0,0,7,63,59,18,2,27
nidorino,54,31,3,41,14,0,13,2,0,99,100,2,100,100,7,57,26,0,77,16,61,17,57,9,41,42,3,0,37,13,0,50,0,7,89,23,60,15,95,91,91,37,89,75,47,87,63,87,57,59,19,99,82,85,38,64,29,58,12,80,55,4,0,42,10,85,64,51,96,83,65,93,56,27,12,1,87,56,88,16,74,36,78,85,48,72,46,78,35,81,13,0,0,0,85,94,56,62,13,81,48,74,2,64,25,87,16,83,41,30,38,6,100,93,18,88,78,86,38,67,34,68,52,62,60,49,8,49,100,1,31,94,94,57,82,63,79,69,21,64,18,5,12,1,1,36,89,78,36,9,37
nidoking,83,92,45,95,81,29,76,47,12,100,100,44,100,100,74,81,70,22,100,89,100,71,100,86,99,100,65,14,99,90,55,100,93,0,100,87,93,45,100,100,100,93,99,98,89,100,96,100,92,98,63,100,100,100,94,100,89,93,46,96,91,78,0,67,50,100,100,95,100,99,96,99,89,63,37,8,98,99,100,73,96,96,99,100,99,99,94,99,96,99,75,0,0,0,100,100,99,88,74,100,94,97,76,98,85,100,95,100,95,93,83,42,100,100,59,99,94,100,92,96,90,97,93,88,100,88,55,96,100,71,71,100,100,99,100,99,99,99,45,86,67,42,79,44,88,99,100,100,96,46,86
clefairy,14,5,1,31,7,0,3,3,1,87,75,1,35,68,14,28,9,1,47,10,49,9,29,4,19,17,2,0,12,8,0,14,7,0,0,9,34,5,61,56,84,45,32,26,7,78,42,78,57,71,24,70,46,71,33,39,13,29,4,70,34,4,0,41,13,59,27,13,58,42,15,70,26,18,6,2,64,37,84,19,38,10,48,77,36,21,11,35,8,57,18,8,7,1,69,76,45,36,17,52,21,35,6,65,33,68,7,58,18,8,28,1,68,55,9,70,59,48,26,47,36,82,40,36,46,27,19,27,98,7,13,71,60,28,47,34,69,33,5,16,8,8,2,2,1,20,58,55,26,4,19
clefable,69,55,18,75,54,29,76,58,17,97,94,23,93,92,52,73,53,18,88,61,89,68,87,49,81,87,51,17,84,74,16,86,74,9,77,0,64,39,96,97,99,90,91,88,81,96,88,95,97,100,75,99,96,98,91,90,74,67,40,96,91,48,0,67,46,96,92,80,95,91,76,97,87,73,56,49,95,91,98,83,99,69,97,100,87,90,76,83,61,92,83,39,27,18,92,99,91,93,63,97,76,95,63,95,87,96,65,95,81,64,90,63,93,95,65,96,95,96,83,90,94,94,89,91,91,72,52,88,98,39,71,93,95,83,98,87,94,93,79,84,56,46,36,48,47,90,99,92,71,57,84
vulpix,35,30,7,11,2,0,0,0,0,65,62,7,69,55,8,31,6,0,17,2,26,3,29,3,20,9,9,0,19,7,0,19,8,0,8,2,0,4,45,28,52,20,54,66,37,70,58,60,43,30,6,47,27,36,6,26,8,20,4,19,6,0,0,24,7,43,20,9,67,67,39,26,3,12,6,5,24,16,29,4,59,42,34,56,21,14,4,47,19,44,26,34,9,1,36,36,25,36,6,32,12,59,18,34,15,9,6,21,33,20,16,6,28,63,0,40,23,20,7,20,2,39,31,18,25,13,14,15,66,1,8,28,41,7,20,11,35,6,0,10,4,4,1,6,3,8,39,20,13,11,12
ninetales,25,28,9,20,3,0,2,0,0,51,40,8,58,45,12,16,14,0,29,3,33,8,21,4,29,10,5,0,19,5,0,34,17,0,16,3,15,0,30,22,44,22,47,40,23,51,55,45,40,50,14,48,32,41,10,51,26,25,7,35,20,0,41,37,8,44,20,10,61,58,43,29,12,17,5,0,36,25,18,4,43,33,38,50,25,24,4,33,9,42,34,19,18,0,15,36,19,34,11,46,21,39,22,31,17,29,22,22,38,30,12,5,42,49,5,36,28,26,11,41,5,33,47,37,27,20,22,23,52,1,6,21,38,9,32,13,18,9,0,7,1,0,4,21,11,10,38,22,9,9,8
jigglypuff,24,22,3,26,15,2,5,0,0,94,90,1,82,93,11,28,5,0,40,11,39,10,33,1,29,27,0,0,18,2,0,15,5,0,22,1,7,0,0,58,82,27,18,18,9,53,33,90,64,51,11,77,43,72,18,40,19,25,2,51,20,4,0,47,21,47,12,13,61,30,18,65,21,1,0,0,58,38,84,6,37,3,32,69,22,40,10,36,8,45,2,0,0,0,51,70,50,21,2,69,14,38,2,47,17,32,3,36,10,5,0,0,94,69,1,50,64,37,13,51,18,76,31,29,32,18,6,18,100,4,6,86,53,19,37,20,60,6,0,2,0,2,1,1,4,14,56,56,30,9,43
wigglytuff,15,19,3,35,27,4,18,1,0,100,98,5,58,99,19,30,10,0,70,12,79,32,33,8,45,39,2,0,39,11,1,28,9,0,25,2,16,0,36,0,97,59,43,29,9,88,75,89,66,82,44,96,75,86,51,68,27,39,11,75,51,11,0,49,26,71,47,31,86,49,27,80,29,13,2,1,89,66,98,32,45,6,59,95,73,40,19,45,9,70,15,0,0,0,84,92,71,47,14,81,36,47,10,85,42,38,25,78,42,4,16,4,87,68,24,66,51,71,38,63,55,98,63,65,61,32,11,54,100,6,8,94,73,34,58,67,81,31,0,13,2,5,9,10,10,60,81,69,40,7,65
