name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
beedrill,94,83,38,69,35,2,48,24,3,100,100,23,100,100,0,69,51,15,96,66,81,50,93,72,99,100,38,15,91,71,11,91,74,7,81,18,56,14,87,66,76,33,100,100,97,88,56,89,62,88,52,99,69,90,43,69,36,40,8,90,62,5,53,86,38,75,48,27,97,91,90,97,51,6,2,0,73,28,89,28,65,9,52,71,37,80,25,66,37,79,9,0,1,0,31,95,74,39,13,85,26,93,32,59,24,93,12,53,33,14,13,0,100,90,14,94,99,57,25,95,68,93,48,68,71,23,10,37,100,6,19,91,80,50,86,36,81,31,3,32,4,1,3,2,5,6,95,79,25,46,45
pidgey,10,7,0,3,1,0,0,0,0,39,15,0,41,16,1,0,3,0,32,1,20,2,16,1,1,3,0,0,10,0,0,10,2,0,1,0,3,0,6,2,19,0,12,2,0,30,18,22,8,39,3,19,2,14,0,6,1,0,0,4,0,0,0,4,0,6,2,0,35,26,0,5,0,0,0,0,6,0,2,0,0,0,1,10,0,0,0,1,0,8,0,1,0,0,1,14,2,4,0,3,0,11,0,13,1,4,0,0,0,0,0,0,25,18,0,9,1,3,0,1,0,4,4,1,0,0,0,0,46,0,0,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,10,2,0,0,4
pidgeotto,25,22,3,17,6,0,1,0,0,48,24,0,49,29,6,15,0,0,47,5,42,12,31,3,12,5,5,0,28,10,0,43,18,0,12,0,16,0,21,3,39,3,33,19,5,56,34,43,20,47,13,38,7,23,1,24,1,14,0,16,0,1,0,16,0,16,5,1,47,39,5,18,0,0,0,0,17,6,16,0,0,0,11,34,4,2,0,5,0,11,0,0,0,0,4,25,7,19,0,7,0,24,0,24,5,7,0,7,5,0,0,0,30,23,0,23,13,17,1,10,1,18,11,3,1,1,0,3,61,0,0,13,8,0,1,3,15,0,0,0,0,0,0,0,0,1,26,7,2,0,3
pidgeot,49,42,17,45,23,5,27,9,0,63,44,15,63,50,39,35,22,0,68,35,59,32,52,31,47,32,46,14,56,36,17,48,40,10,41,8,41,7,54,26,62,34,54,41,34,57,45,48,53,61,46,59,40,47,18,59,30,41,7,60,38,15,26,38,13,58,36,20,57,58,36,53,23,22,7,0,39,27,35,4,20,3,38,57,30,25,7,36,11,61,25,17,2,0,26,43,22,47,28,47,22,49,13,41,20,44,18,27,39,11,14,1,49,48,7,60,52,51,18,51,31,41,34,43,22,26,14,26,69,2,10,27,49,19,21,27,34,14,1,18,3,0,1,1,0,29,51,38,12,1,14
rattata,18,11,1,18,1,0,3,0,0,88,100,4,95,100,4,28,8,0,0,6,72,12,66,12,33,45,4,0,37,7,0,36,15,0,36,1,32,1,55,15,53,3,10,7,2,27,11,52,19,35,1,48,15,44,3,36,1,12,1,26,4,0,0,29,5,8,4,1,44,23,8,61,5,0,0,0,22,8,34,0,7,0,23,26,4,13,3,28,2,14,0,0,0,0,0,69,24,6,0,15,1,21,0,23,6,3,0,9,1,0,0,0,92,30,0,30,14,15,6,13,1,39,8,7,12,2,0,2,100,0,1,68,21,1,5,12,33,0,0,1,0,0,0,0,0,0,47,21,2,0,15
raticate,54,51,9,73,44,19,32,15,0,100,100,31,98,100,34,58,29,0,94,0,95,77,99,67,93,95,46,1,85,65,16,84,66,2,78,9,47,9,92,61,94,31,59,37,14,80,50,100,71,82,35,89,65,93,26,60,17,53,5,76,50,4,0,56,22,36,13,7,90,69,43,97,40,0,0,0,71,50,99,13,47,3,69,96,57,79,44,62,16,70,6,0,0,0,57,96,71,37,13,69,23,60,1,64,25,17,18,55,29,8,1,0,99,84,12,86,79,71,28,66,16,92,60,47,42,20,5,36,100,0,10,90,76,33,46,51,86,8,0,10,0,1,4,1,0,34,87,70,18,13,40
spearow,64,48,8,18,2,0,1,0,0,87,99,14,93,100,19,35,3,0,28,5,0,12,57,16,12,6,3,0,23,10,0,42,12,0,30,0,30,0,37,6,53,5,50,40,18,53,45,77,46,69,16,41,6,39,1,45,5,12,0,22,1,2,0,36,4,32,19,11,73,53,24,40,5,0,0,0,14,1,29,0,0,0,17,24,2,8,0,30,1,1,0,10,3,1,2,52,11,9,0,7,2,43,2,30,14,11,1,5,4,0,0,0,90,49,0,29,12,22,2,19,0,29,30,7,1,3,2,0,98,0,0,65,19,2,3,8,21,0,0,0,0,0,0,0,0,1,34,23,2,1,15
fearow,85,81,47,70,41,8,40,9,0,100,100,37,99,99,50,60,35,2,88,23,88,0,97,68,54,27,38,8,87,65,12,87,68,14,71,13,56,12,79,41,89,35,81,79,51,94,81,99,82,98,71,90,63,86,36,75,45,37,11,77,42,29,42,58,15,71,56,43,90,87,68,82,31,5,0,1,73,39,90,6,7,0,57,86,39,39,20,56,26,30,2,50,18,5,33,90,56,29,13,54,13,83,20,63,39,59,28,43,22,13,2,0,95,96,10,66,62,58,34,68,17,84,64,56,18,32,16,19,100,3,9,84,72,27,25,47,68,7,0,6,1,1,5,1,0,28,66,57,23,7,38
ekans,42,19,4,24,10,0,4,1,0,94,100,1,100,100,7,28,6,0,33,1,43,3,0,20,51,56,5,0,39,14,0,57,14,0,62,4,16,3,66,47,56,11,50,28,15,58,26,52,22,18,1,40,14,30,4,8,5,5,0,36,10,1,0,18,6,26,10,3,73,34,13,59,10,0,0,0,30,10,57,1,9,0,10,46,3,22,2,34,4,51,1,0,0,0,8,56,13,18,3,21,4,75,3,27,2,29,1,21,5,3,0,0,95,73,0,44,36,16,0,22,1,42,23,6,14,3,0,2,100,0,0,67,17,6,16,4,28,4,0,3,0,0,0,0,0,2,43,18,8,4,20
arbok,82,75,29,69,45,19,50,24,1,100,100,13,100,100,28,60,40,4,88,32,84,31,80,0,93,94,39,12,88,69,20,95,82,7,92,31,48,8,95,85,91,35,89,86,53,91,69,89,45,42,6,84,56,81,18,71,15,38,1,73,46,12,0,37,14,79,41,28,94,80,64,94,36,1,0,0,74,50,98,15,35,6,54,91,42,70,49,60,27,91,29,0,0,0,65,92,56,65,22,68,28,90,9,56,16,71,9,60,31,20,10,0,97,99,8,92,89,73,29,78,55,79,53,43,50,16,10,24,100,3,20,81,72,58,65,46,76,25,2,30,4,1,7,2,0,37,82,72,28,6,32
pikachu,19,7,0,24,10,1,24,18,1,97,100,16,99,100,1,66,45,2,67,7,88,46,49,7,0,69,10,0,59,29,0,68,34,0,60,9,34,0,49,44,77,36,7,5,3,33,6,74,33,18,0,58,15,71,26,37,2,13,0,56,29,4,3,15,4,41,10,1,51,23,3,81,15,1,0,0,38,7,85,26,26,2,53,85,31,43,14,65,6,87,51,23,5,0,6,53,10,63,45,8,1,29,0,19,1,3,2,34,29,15,0,0,68,64,0,86,85,64,19,67,31,51,30,0,3,5,5,1,100,11,4,82,28,19,2,0,34,52,18,47,33,2,0,5,0,28,40,18,10,0,14
raichu,8,2,0,44,15,7,51,32,7,100,100,22,98,100,0,61,57,15,55,5,94,73,43,6,31,0,0,0,72,43,0,76,39,0,64,3,27,1,43,65,84,58,4,3,0,27,9,68,48,0,0,83,36,77,49,32,5,28,0,85,59,12,0,23,6,50,17,2,57,12,0,79,60,0,0,0,52,21,88,56,38,1,64,97,76,70,23,47,4,92,69,49,19,2,0,56,8,83,56,7,0,26,0,0,0,1,0,28,31,15,0,0,3,68,0,95,100,70,47,90,70,62,66,0,0,7,3,11,100,31,12,95,30,49,0,3,60,88,43,81,46,9,0,10,1,86,20,10,16,1,31
sandshrew,48,43,14,66,45,18,23,5,0,100,100,15,100,100,62,57,38,8,96,53,97,59,95,61,90,100,0,8,97,85,28,98,94,14,93,33,57,14,99,90,95,64,35,22,18,99,79,95,63,97,46,98,85,84,47,82,30,41,3,59,20,1,0,48,18,85,49,28,92,56,34,70,28,11,8,0,88,53,93,13,49,14,75,91,56,51,18,91,34,46,10,0,0,0,88,96,71,50,27,74,29,39,14,90,41,60,26,88,52,20,28,1,98,76,30,47,36,79,39,42,13,82,83,66,99,35,20,68,100,0,6,80,85,37,92,60,55,16,0,7,4,7,11,2,51,49,74,82,47,8,45
sandslash,75,81,35,95,88,47,87,59,5,100,100,47,100,100,85,74,66,26,100,98,100,92,100,87,100,100,90,0,100,100,76,100,100,61,100,72,73,36,100,100,99,89,67,61,48,100,96,100,93,100,90,100,100,100,94,100,77,78,22,86,78,37,0,63,36,99,91,77,99,99,77,89,62,76,25,19,99,96,100,58,96,49,99,100,94,95,64,97,84,92,35,0,0,0,100,100,96,82,50,99,84,80,79,100,86,92,78,99,95,87,77,25,100,99,55,85,71,97,75,77,57,99,93,93,100,71,58,97,100,12,31,99,100,83,100,93,97,83,17,44,14,36,45,6,93,100,99,100,88,30,63
nidoran-f,37,30,9,30,25,2,3,0,0,100,100,0,100,97,9,32,12,0,62,14,77,12,61,12,41,28,2,0,0,26,0,69,40,0,64,3,29,3,73,41,77,11,33,18,4,64,28,48,16,37,8,81,45,33,7,32,4,10,1,56,12,0,0,7,4,58,9,5,83,57,20,75,4,0,1,0,45,16,41,3,18,2,29,68,17,24,2,37,3,28,1,0,0,0,53,64,23,14,3,36,8,35,0,47,1,59,0,52,3,1,5,1,99,66,4,44,35,29,5,46,2,52,19,19,16,5,2,15,100,0,4,80,44,11,30,9,51,20,0,8,2,0,3,0,0,1,49,39,4,0,26
nidorina,71,57,10,65,35,14,32,7,1,100,100,7,100,100,29,59,26,1,92,35,90,32,86,31,71,56,15,0,74,0,4,98,70,2,82,14,49,5,86,72,94,34,75,57,17,86,65,81,36,66,10,94,78,83,19,57,21,36,2,84,36,1,0,33,10,74,43,25,93,83,57,92,29,6,0,0,80,42,86,11,63,9,53,88,48,57,30,57,16,77,9,0,0,0,75,94,46,43,13,71,30,64,5,64,16,85,9,71,20,7,19,0,99,87,18,74,67,65,34,63,10,66,44,49,57,23,4,48,100,1,13,91,88,32,67,37,63,35,7,30,8,2,5,0,0,22,85,65,17,3,26
nidoqueen,93,94,47,98,73,41,80,44,0,100,100,39,100,100,89,72,60,21,100,84,100,88,100,80,100,100,71,23,100,96,0,100,100,34,100,54,76,31,100,98,100,82,91,87,48,100,92,99,82,87,38,100,97,99,74,99,52,76,15,88,74,31,0,66,33,100,89,65,99,99,87,100,73,15,0,0,97,84,100,36,97,69,97,100,88,92,88,96,73,90,27,0,0,0,96,99,95,61,45,100,80,91,31,95,49,100,60,95,83,65,38,9,100,100,39,88,88,93,79,80,63,95,97,92,100,66,37,87,100,8,33,100,100,88,99,96,98,74,3,43,8,16,34,3,69,97,100,98,71,24,69
nidoran-m,42,28,3,32,12,0,9,0,0,95,100,2,100,100,9,42,7,0,64,16,58,11,43,5,32,24,1,0,31,2,0,0,19,0,57,5,25,1,70,38,44,4,37,23,6,47,20,56,20,29,1,78,31,35,2,24,8,9,0,43,6,0,0,15,7,39,13,1,74,43,14,64,10,1,0,0,33,16,38,3,39,10,21,44,7,26,12,38,1,33,0,0,0,0,29,67,18,10,3,39,3,41,0,33,5,31,0,31,5,0,7,0,96,61,0,36,29,14,3,42,0,30,9,12,14,6,0,8,100,0,2,78,41,6,29,10,43,20,0,8,0,0,0,0,0,0,54,31,6,0,20
nidorino,71,63,12,66,28,7,33,4,1,100,100,1,100,100,26,52,26,0,85,34,88,31,86,18,66,61,6,0,60,30,0,81,0,3,76,12,46,8,92,69,89,19,71,53,24,81,42,78,34,57,10,90,63,81,12,43,12,34,0,74,29,2,0,37,1,65,33,24,92,79,45,84,40,7,2,0,67,34,80,7,62,19,58,78,39,66,29,60,8,61,3,0,0,0,63,83,40,35,4,64,22,69,2,50,13,71,8,65,24,11,17,3,100,89,10,80,60,65,17,58,13,53,44,36,35,16,3,36,100,1,13,92,81,30,62,51,73,43,7,35,8,0,7,0,0,11,77,58,12,5,31
nidoking,96,97,79,100,94,38,88,65,12,100,100,54,100,100,93,75,73,33,100,98,100,86,100,93,100,100,86,39,100,98,66,100,97,0,100,73,86,36,100,99,100,90,97,96,83,100,96,100,85,95,55,100,99,100,84,100,71,84,21,96,73,46,0,71,37,100,98,88,100,99,97,99,70,32,12,1,99,95,99,56,99,79,100,100,93,97,90,99,91,91,55,0,0,0,98,100,96,87,56,100,87,98,46,97,78,100,87,95,99,80,74,16,100,100,53,96,89,95,89,95,81,95,89,85,100,86,49,89,100,34,44,96,100,93,100,98,97,88,13,78,35,20,62,25,75,99,99,100,90,36,70
clefairy,17,22,5,49,28,6,10,7,1,97,72,2,50,76,16,25,14,2,62,19,67,22,34,7,37,26,7,0,33,13,0,42,19,0,0,4,32,9,42,42,80,22,23,15,8,65,45,62,44,53,11,68,34,54,14,27,4,11,2,63,24,6,0,20,7,36,26,16,45,24,6,53,12,13,7,4,39,32,78,13,23,4,26,61,19,13,9,12,1,52,17,7,1,0,54,68,31,14,6,35,12,16,3,55,23,52,5,36,7,4,18,2,47,54,1,56,42,39,12,17,17,64,38,22,18,12,2,19,99,1,6,55,35,19,35,20,59,21,3,12,3,3,0,1,1,25,44,36,7,1,14
clefable,79,67,41,88,73,50,96,75,30,97,94,39,96,92,81,78,57,33,90,86,98,77,92,65,90,92,60,25,92,79,37,91,84,20,81,0,59,35,91,89,90,89,84,84,68,92,89,97,93,97,70,96,91,94,87,82,59,58,25,97,89,58,0,55,41,91,84,78,97,92,61,97,81,60,46,27,94,82,94,81,85,48,86,95,92,85,68,82,40,91,68,38,22,15,88,94,87,88,48,90,77,80,57,94,78,97,52,91,74,55,69,54,91,86,59,97,94,89,71,92,88,100,77,87,88,64,52,77,97,37,60,77,99,84,90,79,96,91,57,86,40,42,24,34,46,91,94,87,72,48,52
vulpix,41,36,11,17,2,0,0,0,0,63,56,4,62,59,13,31,6,0,27,3,31,10,32,3,25,23,14,2,18,6,0,33,7,0,17,0,0,2,41,17,50,14,42,35,31,61,50,53,34,13,4,37,13,16,5,17,1,7,0,8,1,0,0,19,7,18,9,9,70,47,21,11,3,6,0,1,9,6,17,0,59,25,21,44,7,6,3,35,6,39,17,19,2,0,15,28,11,22,2,26,1,54,9,20,3,12,3,14,16,3,4,0,25,61,1,27,6,11,0,12,0,25,26,24,17,9,11,3,62,1,1,20,23,2,11,10,19,3,0,5,2,1,0,2,0,2,28,15,3,2,3
ninetales,38,23,9,14,8,1,2,2,0,64,41,16,62,47,23,24,8,2,40,7,33,16,25,7,38,19,14,3,19,11,1,35,15,0,12,3,4,0,31,10,43,12,31,29,19,56,38,41,22,38,4,40,21,26,6,38,8,16,1,30,12,1,8,26,4,24,9,5,54,45,32,28,2,1,0,0,18,9,14,1,41,35,17,37,21,7,5,16,4,25,19,22,2,0,5,22,11,25,3,25,6,29,4,14,4,13,5,5,20,10,1,0,28,36,4,27,12,24,4,19,3,20,26,36,23,8,9,16,41,1,1,4,27,5,17,7,25,2,1,0,2,0,0,12,1,10,23,8,8,2,4
jigglypuff,27,32,8,56,29,4,4,2,0,100,99,5,96,100,12,33,12,0,43,8,62,21,34,5,51,55,0,0,26,13,0,30,8,0,19,4,12,0,0,39,66,16,6,6,0,39,20,88,44,49,9,62,32,49,4,19,2,15,0,49,19,0,0,35,9,18,7,3,52,25,5,66,5,0,0,0,47,12,71,1,12,0,16,66,14,19,4,12,0,27,0,0,0,0,47,79,38,8,1,34,7,25,0,39,6,11,1,18,2,0,0,0,85,48,3,41,28,27,7,38,2,61,24,16,16,2,2,9,100,2,1,84,24,5,22,10,47,1,0,1,0,0,0,1,0,9,57,32,16,3,28
wigglytuff,34,34,8,69,36,14,34,4,0,100,99,5,73,100,34,36,12,1,85,39,94,59,52,15,56,35,10,0,59,28,2,61,31,1,30,3,13,1,54,0,93,44,28,9,2,87,65,77,56,83,27,89,56,77,30,51,8,28,4,65,32,2,0,45,15,69,22,9,70,44,21,77,15,3,0,0,71,37,87,6,15,2,42,87,52,46,12,24,2,49,3,0,0,0,73,85,44,35,7,55,21,26,8,68,29,38,9,51,17,2,4,0,72,61,13,54,38,63,25,49,22,79,57,42,44,15,4,46,100,0,6,80,62,20,29,43,75,10,0,0,0,1,0,1,1,38,69,53,21,7,48
