name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
metapod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfree,52,54,25,10,7,1,14,8,0,52,56,0,68,79,65,60,57,8,75,23,71,41,68,66,75,32,72,45,68,72,56,68,59,42,53,13,50,7,54,26,61,67,67,69,73,62,38,70,72,64,71,75,58,66,21,58,49,57,12,66,54,57,0,10,3,69,61,69,72,65,73,73,61,54,56,23,60,28,22,4,42,7,60,61,47,38,14,67,46,69,70,54,48,49,65,14,12,61,48,64,32,33,2,66,41,69,21,22,65,61,65,48,10,65,9,72,59,67,21,73,14,13,32,2,14,17,12,33,72,4,6,55,64,8,22,16,49,64,45,66,32,13,3,0,3,9,68,45,13,14,11
weedle,0,0,0,0,0,0,0,0,0,7,92,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,36,0,0,0,1,17,0,0,0,0,0,9,3,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,18,0,1,0,4,0,0,0,0,0,0,74,28,0,0,1,0,0,0,0,14,1,0,0,0,0,0,100,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beedrill,92,81,28,52,19,2,27,10,1,96,100,3,100,100,0,77,65,21,100,71,97,59,98,76,99,100,59,27,90,70,22,93,81,20,85,33,80,32,94,56,81,39,100,100,98,94,82,95,76,93,70,99,85,97,49,81,48,67,21,99,72,31,65,87,49,80,39,34,100,94,85,96,70,24,12,11,77,66,96,34,62,26,66,86,51,86,49,76,28,73,27,14,6,0,53,97,76,69,40,95,54,99,61,61,36,97,33,59,55,30,22,11,100,86,24,98,98,78,52,98,80,92,44,95,73,38,31,44,100,11,38,99,89,57,89,54,91,50,12,42,20,3,22,22,11,31,99,76,25,62,54
pidgey,6,8,0,3,0,0,0,0,0,28,2,0,40,8,0,0,0,0,30,0,33,2,22,1,6,1,8,0,6,6,0,8,0,0,1,0,1,0,5,0,17,0,25,8,1,34,32,25,9,68,4,17,1,8,0,15,5,7,0,16,1,1,0,8,1,7,7,1,43,19,8,13,0,0,0,0,8,7,0,0,0,0,1,17,1,3,0,3,0,37,0,8,1,0,1,18,0,18,1,2,1,10,0,7,1,21,5,0,5,0,0,0,45,12,0,21,2,0,0,1,1,5,7,5,1,1,0,1,47,0,0,14,7,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0
pidgeotto,17,16,1,11,4,0,1,0,0,47,13,3,35,17,14,4,0,1,80,5,80,5,28,1,32,9,8,2,24,8,0,20,10,2,9,2,29,1,29,7,43,3,41,21,13,55,34,43,31,81,16,55,3,19,2,51,13,17,7,35,3,6,0,43,0,46,3,11,68,49,11,52,0,0,0,0,16,5,13,0,1,0,14,41,7,3,0,4,0,29,13,30,4,0,3,26,12,28,6,17,2,20,10,24,2,35,4,3,5,1,2,0,69,26,0,40,15,18,2,10,2,29,11,17,2,6,3,6,54,0,0,10,18,0,0,8,9,0,0,1,0,0,0,0,0,1,22,7,0,0,3
pidgeot,42,30,13,31,11,6,18,4,0,64,46,11,58,45,30,34,15,0,84,25,87,49,78,38,75,25,57,33,53,44,15,78,50,8,50,4,78,9,67,22,80,26,69,65,28,81,53,67,52,87,53,73,47,62,21,82,54,60,13,79,45,12,46,70,21,72,45,18,79,58,67,65,17,46,17,7,54,35,39,21,23,5,56,81,53,34,8,43,9,65,41,47,32,1,35,54,28,50,38,69,29,58,19,42,17,57,31,15,62,33,28,7,65,45,10,57,41,45,23,68,27,40,33,54,31,30,18,32,68,3,4,58,52,5,28,38,39,23,5,29,0,7,1,0,9,23,81,42,14,0,18
rattata,14,7,0,9,7,0,1,1,0,80,78,0,100,87,0,20,1,0,0,13,94,24,78,20,61,61,8,4,48,15,3,67,36,3,61,17,54,6,62,15,84,4,30,13,10,50,10,77,35,68,15,84,30,58,9,49,11,31,2,42,12,4,0,57,16,25,7,11,69,46,13,79,12,0,0,0,34,7,49,0,17,2,39,51,12,37,8,35,7,14,0,0,0,0,9,75,34,23,3,39,11,24,5,36,4,15,3,23,7,3,0,0,96,37,2,48,24,38,12,43,8,59,17,30,25,26,3,14,100,1,2,85,40,15,21,18,43,3,1,2,0,0,2,1,0,6,57,37,6,5,22
raticate,55,50,6,67,31,16,34,3,0,100,97,13,100,98,29,45,21,2,87,0,100,82,100,85,100,98,56,16,94,67,25,98,86,12,80,19,86,16,98,64,100,51,78,64,32,97,72,100,92,96,45,98,76,96,40,96,48,57,9,98,68,20,0,78,35,69,34,17,97,89,59,98,54,3,2,0,83,63,98,13,65,14,78,100,69,89,64,66,20,83,6,0,0,0,73,100,86,57,14,85,54,71,14,76,28,38,41,57,49,40,7,1,99,98,25,93,93,78,51,90,47,91,52,83,68,53,8,67,100,12,22,94,84,44,67,82,92,9,1,18,0,6,13,14,9,56,93,81,37,11,47
spearow,41,28,5,18,4,0,1,0,0,89,91,2,96,95,3,29,0,0,6,0,0,30,75,28,42,21,16,2,64,28,5,73,49,3,59,22,51,9,61,21,83,16,76,63,40,73,72,92,63,94,38,66,32,63,9,72,28,43,6,56,19,22,0,55,14,67,32,34,83,79,42,81,9,0,0,0,42,16,40,1,10,0,46,53,14,40,10,49,10,24,1,32,17,3,1,71,29,35,6,23,5,65,22,41,21,26,5,23,14,6,0,0,95,69,0,62,29,50,13,43,9,50,37,30,9,27,14,8,100,0,4,80,41,10,11,37,38,1,0,2,0,1,0,1,0,11,59,42,8,1,21
fearow,80,87,41,50,31,2,25,6,0,100,98,22,100,99,41,46,18,1,76,18,70,0,99,78,79,52,65,26,96,88,32,98,83,43,88,33,90,35,92,69,99,58,100,91,72,97,91,100,98,100,85,96,88,91,57,85,79,75,29,97,67,44,34,66,34,95,87,75,99,99,94,95,58,11,2,0,82,63,98,9,26,8,73,99,67,76,44,79,37,51,15,66,57,30,55,99,80,59,26,75,36,97,49,85,46,80,64,61,52,24,5,1,100,94,18,90,82,75,64,89,34,92,82,83,36,60,35,42,100,9,21,88,76,52,55,73,82,13,1,19,4,8,16,17,8,54,98,82,32,22,46
ekans,28,24,4,26,8,0,2,0,1,99,100,1,100,89,2,18,4,0,22,0,25,1,0,34,76,74,18,7,63,28,5,72,37,8,76,4,26,3,81,45,65,17,57,51,24,80,35,67,33,25,10,68,24,46,7,22,3,21,6,46,14,1,0,26,3,30,21,7,81,48,36,73,28,0,0,0,43,18,67,0,22,0,25,57,20,28,11,45,17,68,5,0,0,0,19,75,24,52,6,44,7,79,3,33,5,40,7,18,16,7,0,0,97,83,4,78,50,27,8,45,18,54,18,34,22,9,5,12,100,0,3,73,42,9,32,9,34,4,0,6,0,0,2,1,1,9,54,35,12,1,21
arbok,77,81,19,66,29,9,37,13,0,100,100,6,100,99,24,52,31,3,80,15,72,21,66,0,99,96,58,22,98,85,31,94,88,15,95,43,61,17,99,92,94,45,95,95,67,96,78,93,65,62,19,95,67,80,43,73,41,56,8,90,60,23,0,42,27,83,52,33,99,97,85,96,62,5,5,1,83,66,96,20,59,29,66,98,68,92,60,86,47,96,43,0,0,0,77,98,72,76,28,78,57,100,32,72,19,85,37,62,50,23,12,4,95,99,15,96,97,80,49,90,73,83,58,65,59,38,14,50,100,9,31,84,78,59,73,67,77,41,2,38,8,2,14,8,19,68,83,75,45,18,45
pikachu,12,5,0,16,5,0,17,6,0,100,100,7,98,100,1,59,29,1,39,0,58,21,24,1,0,80,43,3,80,37,2,81,45,0,75,17,46,8,76,45,99,43,20,11,1,52,11,87,43,49,5,73,32,84,41,69,17,37,3,74,54,25,23,33,7,55,23,5,69,33,7,82,33,9,1,0,38,20,91,42,41,11,63,96,57,56,21,71,10,93,81,57,18,4,11,61,19,71,63,30,5,46,0,28,3,13,4,23,49,26,6,0,51,77,3,89,93,74,32,86,48,39,37,7,7,15,9,17,100,36,17,83,30,30,2,6,45,72,30,59,41,15,0,14,7,70,64,24,12,2,15
raichu,5,2,0,27,12,5,45,28,4,98,100,11,99,100,0,58,35,7,39,2,79,48,25,4,20,0,0,0,96,42,0,97,57,0,63,2,58,1,92,63,97,93,7,9,0,49,10,89,63,0,0,97,32,97,94,86,16,76,7,99,95,50,35,32,4,92,17,0,64,17,0,100,63,0,0,0,60,35,100,86,37,4,87,98,94,92,45,55,4,94,86,84,81,8,0,64,19,81,71,18,1,32,0,0,0,5,8,35,85,29,0,0,1,82,0,99,100,92,85,100,99,70,90,15,0,21,14,30,100,76,36,99,45,52,0,0,74,98,89,94,92,51,0,20,0,99,38,14,4,1,26
sandshrew,27,39,6,39,20,17,9,1,0,100,100,7,100,100,41,43,31,3,92,44,83,34,82,42,57,100,0,31,100,91,43,100,96,37,94,41,71,32,100,96,100,85,56,45,34,100,84,94,77,98,63,99,97,95,68,91,64,58,24,71,50,28,0,55,30,87,63,49,95,78,43,82,50,14,5,0,86,68,92,11,57,17,91,96,74,63,31,98,50,58,6,0,0,0,92,99,82,57,25,86,55,46,39,92,57,78,53,89,68,52,23,2,100,86,43,42,39,89,63,60,30,89,80,83,98,62,38,73,100,16,19,89,96,49,92,83,75,29,1,17,2,11,36,7,75,76,82,80,64,16,62
sandslash,63,62,26,78,56,24,61,23,2,100,100,17,100,100,73,81,43,10,96,84,98,74,93,77,97,100,69,0,100,100,85,100,99,80,99,77,82,40,100,100,100,95,84,76,60,100,98,100,97,100,95,100,98,100,97,98,85,79,47,97,86,66,0,70,54,100,97,85,99,98,85,98,82,77,35,12,99,96,100,48,99,70,100,100,96,97,84,99,95,100,59,0,0,0,98,100,97,95,62,100,89,90,90,100,93,99,83,99,96,87,76,28,100,98,79,92,81,99,90,91,80,100,98,99,100,92,63,99,100,36,50,97,100,93,100,98,99,81,16,66,30,52,65,28,92,100,100,99,88,58,85
nidoran-f,32,20,4,30,14,0,2,2,0,94,88,0,100,58,10,20,5,0,51,6,36,4,37,2,20,4,0,0,0,43,5,79,49,5,70,11,53,4,85,43,83,15,49,26,6,66,36,54,24,77,12,87,60,50,10,50,13,33,3,68,17,2,0,26,4,46,17,2,97,62,32,83,19,21,13,1,63,22,53,3,47,31,36,83,25,36,17,31,1,34,4,0,0,0,64,65,15,15,1,57,15,58,0,46,4,68,7,43,18,3,27,3,99,74,9,46,33,48,12,53,6,34,24,53,24,23,1,37,100,1,6,89,66,15,36,20,57,33,6,28,16,7,10,0,2,4,62,44,6,2,27
nidorina,66,52,17,51,31,7,17,2,0,100,99,0,100,83,30,43,18,1,85,33,72,12,72,15,63,58,9,0,57,0,10,97,81,12,78,16,66,14,92,77,99,35,86,71,32,90,60,89,45,82,44,98,76,90,22,91,29,57,18,95,47,7,0,61,11,81,41,29,98,90,66,95,36,23,21,13,91,62,81,0,69,39,71,97,70,66,39,58,17,69,21,0,0,0,81,98,50,43,12,89,39,75,15,54,20,91,23,77,34,11,36,17,100,94,35,87,79,76,46,83,36,61,38,74,61,33,8,66,100,1,17,93,94,41,73,51,76,62,28,47,27,11,17,6,10,34,91,73,22,3,45
nidoqueen,78,81,35,93,54,29,68,31,1,100,100,15,100,100,78,66,50,11,97,75,95,68,95,69,98,100,57,15,95,90,0,100,100,63,99,67,91,38,100,98,100,94,98,95,67,100,98,100,92,96,60,100,100,100,80,100,81,86,39,100,79,55,0,78,49,99,93,71,100,98,95,99,83,23,4,2,100,97,99,33,97,78,99,100,97,94,87,98,91,95,36,0,0,0,97,100,98,81,51,99,90,99,55,98,70,100,66,96,80,85,37,5,100,99,48,92,89,95,83,90,79,97,91,97,99,85,46,91,100,20,34,99,100,95,100,97,99,64,8,56,16,32,47,14,85,99,100,98,75,44,63
nidoran-m,31,26,6,30,12,0,8,0,0,97,96,1,100,83,7,28,5,0,33,2,27,2,28,6,19,3,0,0,21,3,0,0,32,2,71,6,49,13,84,31,70,16,66,35,6,65,29,59,19,38,23,86,46,56,7,46,16,41,1,73,23,2,0,31,15,50,24,6,89,52,36,78,18,18,13,4,68,27,51,2,50,24,58,81,26,46,32,38,4,37,11,0,0,0,55,78,25,21,1,63,15,49,10,41,3,65,6,42,15,3,37,10,99,65,9,59,42,49,22,57,12,45,15,64,26,21,1,35,100,2,11,89,71,14,44,23,54,43,10,25,24,3,8,1,0,10,66,36,6,1,27
nidorino,54,65,12,49,24,9,18,5,0,100,100,2,100,93,19,46,21,0,64,14,51,17,63,12,55,43,4,1,51,19,0,68,0,18,86,28,67,15,95,71,94,35,91,69,36,89,51,87,58,68,42,96,88,89,27,84,49,64,18,92,54,11,0,61,14,83,47,19,99,89,57,96,33,24,33,21,73,51,82,5,83,48,80,92,68,89,53,73,21,74,24,0,0,0,78,91,54,57,12,85,47,82,18,65,13,89,27,77,25,14,43,21,100,88,29,84,70,87,37,79,21,66,44,66,71,54,3,66,100,4,39,97,91,29,80,74,72,56,33,35,21,8,28,3,13,32,85,63,17,9,43
nidoking,71,85,57,82,61,33,84,55,6,100,100,32,100,100,80,78,63,23,97,88,97,57,92,85,100,100,62,19,95,88,37,98,82,0,99,80,97,67,100,100,100,94,100,100,88,100,97,100,98,97,80,100,100,100,96,100,91,93,46,98,97,72,0,81,59,100,92,89,100,100,98,100,87,32,10,1,99,98,99,45,98,89,98,100,98,100,93,98,92,98,53,0,0,0,100,100,98,94,62,100,93,99,67,98,76,100,91,99,94,85,53,9,100,100,56,98,98,95,92,99,89,98,92,94,100,93,55,92,100,55,62,98,100,98,100,96,99,86,10,57,24,42,67,40,79,100,100,100,80,48,80
clefairy,15,8,3,28,24,3,5,2,0,91,44,1,56,49,13,16,4,0,34,6,40,7,19,3,21,19,4,1,24,13,0,27,11,0,0,7,42,2,48,17,91,34,32,25,10,79,50,77,39,79,29,86,45,65,23,46,12,27,4,70,17,3,0,49,14,51,20,6,73,35,11,69,21,10,10,3,64,32,62,9,23,13,33,81,31,20,7,19,3,57,10,12,15,5,51,85,39,22,5,63,18,26,2,65,17,68,13,31,18,4,10,11,72,51,3,68,41,49,20,51,30,74,37,51,26,15,6,28,96,2,9,56,57,11,37,30,60,30,11,21,8,9,0,2,2,19,64,33,15,4,15
clefable,80,70,40,79,54,38,76,59,19,91,81,37,97,85,62,64,37,19,80,73,73,65,92,50,78,85,54,18,85,76,23,88,66,14,60,0,64,42,94,85,99,95,93,92,82,96,95,98,97,96,88,98,92,99,88,97,76,83,31,100,91,67,0,68,53,98,88,70,98,92,74,97,91,69,58,41,99,84,96,59,97,58,94,99,95,92,70,86,52,96,78,48,36,23,88,94,94,95,56,100,89,94,74,97,85,99,66,88,83,57,77,51,96,97,50,99,96,95,89,92,95,95,84,92,91,85,50,81,99,38,67,91,92,72,96,92,95,83,66,76,52,49,26,49,52,92,100,92,66,55,51
vulpix,31,28,7,8,5,0,0,0,0,67,57,1,68,59,6,17,4,0,13,0,14,1,20,3,15,5,4,0,3,2,0,13,2,0,3,0,0,0,44,20,60,19,58,46,43,66,55,63,51,40,13,41,21,24,4,36,6,18,2,23,11,3,0,27,12,46,31,14,71,63,51,17,4,24,7,0,25,9,12,1,63,46,47,58,33,7,6,43,4,45,27,45,27,5,25,38,9,39,9,37,9,56,32,32,9,16,5,14,34,9,21,4,31,60,4,34,12,19,7,11,1,20,39,29,14,10,29,12,56,3,6,27,32,1,18,14,31,4,0,8,0,4,0,12,5,4,30,12,7,8,5
ninetales,23,17,6,12,6,2,4,0,0,50,36,6,49,31,16,20,9,0,28,1,30,8,29,6,28,12,6,0,13,8,0,16,6,0,8,1,7,0,50,14,64,11,54,28,29,53,49,43,37,67,14,74,28,24,5,67,20,14,5,46,10,5,48,54,7,47,10,3,64,56,53,44,5,25,1,0,31,13,7,1,49,43,31,70,17,13,4,22,6,51,44,48,22,0,12,25,11,38,1,48,16,40,32,29,12,18,10,2,48,14,8,3,49,44,2,47,7,17,4,26,2,21,43,50,16,25,38,16,66,1,5,33,32,8,20,25,26,1,0,1,0,6,3,21,5,2,25,20,4,3,6
jigglypuff,21,21,1,37,19,3,1,0,0,100,86,0,99,92,6,33,1,0,37,2,39,8,19,0,23,7,0,0,15,7,0,16,5,0,17,0,8,0,0,31,93,23,45,10,3,69,21,98,47,82,36,84,37,71,11,48,17,45,17,73,20,1,0,49,19,55,13,5,69,57,3,75,12,1,0,0,73,34,79,0,13,0,45,75,22,41,11,29,0,18,0,0,0,0,57,91,43,12,4,66,10,27,0,54,5,38,5,14,4,1,0,0,96,61,0,66,39,55,7,55,5,70,21,57,37,25,0,7,100,1,0,97,59,6,37,31,48,1,0,0,0,2,1,0,1,5,68,44,7,6,42
wigglytuff,37,30,7,58,33,15,16,1,0,100,63,6,81,88,44,16,4,1,85,35,79,30,54,8,55,36,4,0,56,21,2,68,29,0,13,2,21,1,54,0,100,61,71,52,23,99,78,97,71,96,52,100,92,99,48,87,45,45,19,92,69,7,0,63,24,84,44,19,95,77,32,93,38,0,0,0,92,69,92,3,40,0,79,99,80,76,15,49,6,75,7,0,0,0,58,100,76,51,11,92,58,46,15,87,27,71,51,53,48,10,0,0,88,73,23,79,66,85,48,75,39,89,71,83,66,46,6,69,100,6,7,91,85,27,72,87,89,5,0,2,0,14,6,3,12,61,86,80,39,9,40
