name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
metapod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0,0,33,16,0,0,0,0,14,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
butterfree,45,27,14,18,4,1,12,2,0,51,52,0,64,68,71,66,53,31,72,54,59,60,78,80,73,65,71,56,70,73,52,68,69,49,60,44,61,22,72,55,65,59,77,73,70,70,59,76,74,76,61,54,63,70,56,65,57,62,28,68,58,55,0,40,17,76,72,80,74,66,70,65,75,64,55,38,66,45,62,36,55,57,67,63,43,52,30,76,64,77,62,56,54,45,68,54,37,74,58,58,47,46,15,75,65,75,30,55,61,64,71,54,47,75,27,74,68,63,52,72,47,51,54,20,42,27,36,60,78,26,42,66,64,55,55,56,66,69,61,71,49,24,24,8,10,33,73,64,51,24,36
weedle,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,28,11,2,43,17,32,14,3,0,23,22,7,0,1,0,0,2,1,0,72,18,5,1,47,62,1,0,4,2,0,53,31,3,0,10,2,33,11,6,5,9,1,8,0,11,3,1,0,5,3,30,18,7,62,19,3,1,0,1,0,2,21,5,31,8,8,0,9,11,1,5,2,0,0,15,3,0,0,0,12,44,25,17,5,9,6,69,7,19,7,43,1,39,0,0,6,3,95,53,0,26,21,7,1,20,3,47,21,2,7,2,6,5,100,0,2,100,17,21,18,1,16,8,1,2,3,0,2,0,0,0,30,24,20,1,43
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,43,0,0,0,0,0,0,0,18,9,0,0,0,0,16,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
beedrill,59,39,8,25,7,0,19,5,0,79,100,8,100,100,0,84,76,60,99,96,95,69,99,90,100,100,92,67,98,95,80,99,99,56,99,70,78,62,98,95,86,65,100,100,100,94,88,97,94,99,82,99,94,100,86,92,70,64,45,96,91,45,63,89,66,96,81,75,99,97,99,99,94,54,33,13,97,81,99,81,92,79,84,89,74,95,71,99,86,98,71,32,12,0,81,100,97,83,70,98,72,99,66,94,72,100,54,90,76,67,70,34,100,97,65,100,100,88,81,99,100,97,78,89,97,51,62,81,100,52,71,96,95,95,96,79,99,92,48,84,59,28,58,46,29,52,99,96,83,78,81
pidgey,0,1,0,0,0,0,0,0,0,15,21,0,24,18,1,0,32,4,57,30,64,21,49,31,35,20,26,2,59,27,1,52,31,0,45,8,18,7,43,28,60,21,43,36,24,52,38,53,40,63,33,50,28,54,9,38,13,21,3,23,11,1,0,26,9,56,28,18,72,52,35,52,8,2,3,0,35,27,41,3,8,1,33,43,12,10,1,37,9,47,4,9,2,0,17,54,9,38,9,30,5,49,5,47,17,27,5,22,25,3,1,0,65,54,1,59,32,27,9,27,4,29,30,13,10,9,9,7,69,1,1,47,41,11,15,9,40,9,1,8,0,0,0,0,0,7,53,27,6,0,15
pidgeotto,11,2,0,5,0,0,0,0,0,43,26,1,48,28,1,6,0,14,77,42,81,44,72,49,54,37,48,12,69,52,15,60,59,9,55,23,52,12,60,51,73,38,52,52,49,68,47,68,58,80,51,73,54,55,28,60,34,47,8,54,48,18,0,44,20,68,56,36,71,65,52,65,21,26,8,1,60,43,52,11,29,3,50,56,41,31,7,56,28,59,26,20,8,1,35,58,41,57,22,45,19,64,21,51,38,36,12,36,43,23,14,1,67,58,7,66,60,62,30,51,33,55,40,33,20,30,24,23,75,1,12,55,59,32,23,39,47,29,2,14,1,3,2,0,1,20,71,48,20,7,23
pidgeot,35,31,8,33,8,2,11,1,0,66,46,8,62,40,14,37,20,0,75,68,76,67,83,71,75,67,69,60,66,73,62,78,72,56,74,55,74,45,77,54,80,60,69,76,66,75,61,69,62,84,68,83,75,73,59,74,71,63,30,80,73,57,58,72,43,78,69,71,75,77,67,67,58,53,53,20,68,64,71,38,54,41,67,82,72,60,35,65,55,67,53,50,29,8,64,61,62,63,54,69,59,77,55,76,61,71,64,60,67,65,48,29,81,67,30,54,59,74,59,67,48,67,69,80,54,64,54,57,84,31,37,65,70,48,59,63,70,43,27,54,31,29,27,27,37,56,71,65,69,34,49
rattata,11,5,0,2,0,0,0,0,0,26,100,2,51,100,1,8,1,0,0,48,95,50,94,50,80,79,41,16,72,47,11,81,66,7,84,34,73,14,79,63,89,36,53,47,42,59,38,91,55,67,13,81,46,83,28,71,13,50,8,56,30,10,0,54,24,41,37,24,75,55,46,87,35,1,1,0,62,30,75,15,48,9,65,57,25,58,28,82,40,64,15,0,0,0,35,92,61,51,13,48,28,65,5,55,39,15,13,75,34,20,9,0,100,69,4,75,59,67,40,56,27,72,45,38,57,30,6,19,100,7,13,98,76,51,45,64,66,13,1,12,1,0,11,1,1,17,71,78,31,8,31
raticate,16,15,1,29,3,0,3,1,0,89,100,6,76,100,4,31,15,0,52,0,100,94,100,89,100,100,84,55,98,92,76,98,94,45,93,60,86,35,97,95,98,74,87,87,68,95,90,100,96,97,65,98,93,98,81,91,54,76,31,95,91,54,0,70,53,90,74,63,98,92,88,98,89,33,11,1,99,86,100,81,93,67,91,99,81,86,79,96,88,92,71,0,0,0,92,100,96,77,69,96,74,91,38,94,78,53,72,94,78,70,43,10,100,99,35,100,98,95,79,96,96,100,84,82,88,72,41,82,100,30,63,98,99,92,80,90,96,81,17,64,12,37,38,34,30,87,97,99,73,45,75
spearow,21,16,3,4,0,0,0,0,0,44,98,8,66,100,5,6,0,0,5,0,0,53,87,51,51,37,42,21,76,56,16,74,67,8,80,38,62,21,77,55,83,40,78,69,57,80,73,94,67,85,48,67,53,74,25,63,31,49,14,48,43,23,0,56,22,74,47,40,87,81,64,74,36,2,4,0,53,31,69,17,16,2,57,53,22,44,17,77,41,48,12,25,21,9,19,79,53,57,13,37,18,82,40,70,64,33,16,63,28,32,7,0,100,86,8,68,59,56,45,56,30,75,57,31,19,41,23,15,100,3,21,87,62,40,23,53,59,19,0,20,2,2,9,1,1,21,67,63,33,9,25
fearow,46,42,14,22,10,1,11,1,0,87,100,18,83,100,31,45,8,0,50,6,47,0,98,86,89,70,81,53,97,93,72,98,91,63,92,66,82,45,91,94,98,80,92,93,83,91,85,97,98,100,88,96,85,97,78,90,84,77,52,95,81,64,40,72,52,88,87,70,97,97,86,96,74,34,19,7,96,82,100,57,59,21,82,98,74,71,55,91,77,81,40,47,56,34,79,95,94,77,55,84,55,94,62,92,80,83,67,90,75,63,49,12,100,99,39,91,95,87,79,87,71,96,83,81,54,76,53,72,100,47,46,99,91,82,64,79,96,72,15,54,25,27,37,29,20,84,92,91,68,32,75
ekans,6,1,0,1,1,0,0,1,0,45,100,0,97,100,1,9,1,0,6,0,13,2,0,58,85,88,51,13,86,52,14,91,59,6,92,22,51,13,87,85,80,28,87,72,59,85,61,87,57,22,13,78,57,70,22,44,26,41,7,66,41,6,0,38,16,82,54,31,91,72,59,80,42,5,3,4,70,29,90,31,44,12,51,76,34,53,15,78,51,87,31,0,0,0,48,89,45,62,25,68,35,93,20,49,24,64,6,64,37,20,18,5,100,95,8,84,79,60,35,77,50,77,48,37,48,29,13,24,100,5,17,94,61,53,67,21,65,42,2,23,5,6,8,5,5,30,81,62,42,11,46
arbok,28,20,1,29,5,0,7,5,0,82,100,3,100,100,10,40,14,0,50,11,48,13,42,0,96,99,91,55,98,97,51,98,96,30,97,73,77,30,100,99,95,69,100,97,89,97,82,98,77,72,27,98,93,98,67,89,62,82,36,90,81,54,0,54,32,97,89,75,100,96,97,98,80,36,15,6,96,78,98,77,67,37,91,100,77,87,77,96,83,96,79,4,0,0,95,100,84,88,68,90,64,97,63,90,53,92,68,95,77,65,56,17,100,100,27,98,98,93,84,90,95,93,82,73,83,53,46,75,100,22,56,99,96,91,92,88,94,93,30,80,41,21,42,31,30,87,100,97,74,43,70
pikachu,2,0,0,9,3,0,14,4,0,48,100,3,71,100,0,40,24,1,20,0,49,11,15,4,0,99,46,18,93,79,9,91,82,8,93,36,56,18,81,78,96,64,58,51,30,74,38,99,75,49,13,81,57,97,71,78,33,64,20,85,58,41,24,51,37,79,54,39,91,62,50,93,64,11,4,0,73,49,96,63,81,38,84,93,62,74,46,94,63,96,76,52,25,8,49,91,60,78,71,49,28,77,8,45,15,42,31,83,61,47,17,4,100,93,22,91,94,92,63,91,64,82,61,37,64,32,27,40,100,55,40,97,84,76,48,46,83,91,52,69,47,29,3,38,19,88,82,79,52,15,44
raichu,0,0,0,9,2,0,20,9,0,69,100,4,67,100,0,48,29,1,21,0,63,30,11,1,1,0,0,0,95,81,0,93,78,0,92,32,75,37,91,91,96,88,50,39,22,62,38,94,86,0,0,97,75,96,96,84,52,76,35,97,87,62,41,58,42,90,57,44,84,67,33,98,85,0,0,0,87,74,99,89,86,46,87,100,90,84,60,84,66,97,94,81,76,25,0,93,67,76,75,69,15,85,7,0,0,39,36,78,82,58,0,0,79,95,24,100,99,90,79,95,95,96,94,47,38,48,47,59,100,77,58,100,76,83,23,47,95,97,82,91,85,60,4,58,50,99,84,65,60,25,62
sandshrew,20,13,1,20,11,1,4,1,0,94,100,4,86,100,8,36,6,0,58,16,58,19,48,9,54,100,0,70,100,100,84,100,100,63,100,63,75,45,100,98,97,93,67,63,44,98,96,97,90,100,81,100,99,96,87,97,77,59,49,83,67,44,0,53,44,100,90,74,96,82,69,88,61,70,48,14,98,89,96,57,86,62,96,99,82,65,46,99,92,86,43,0,0,0,99,99,95,81,64,97,84,79,60,99,86,91,73,100,98,80,84,31,100,96,65,72,74,94,75,75,57,95,96,89,100,82,67,91,100,25,22,100,99,80,100,93,87,76,20,42,36,53,54,28,92,90,94,98,94,30,88
sandslash,55,40,11,58,20,11,38,15,1,100,100,10,100,100,33,74,46,3,84,45,79,47,86,45,82,100,29,0,100,100,99,100,100,94,100,99,79,52,100,100,100,92,90,85,84,100,100,100,99,100,99,100,100,100,100,100,98,92,56,94,86,79,0,79,61,100,100,99,99,100,87,96,93,98,92,68,100,100,100,96,99,94,100,100,99,99,82,100,99,100,82,0,0,0,100,100,100,99,73,100,99,95,93,100,99,100,94,100,100,99,99,89,100,100,95,98,97,100,98,95,94,100,100,98,100,97,88,100,100,57,72,100,100,100,100,99,100,98,59,96,82,90,76,41,100,100,100,100,98,70,96
nidoran-f,6,4,0,6,1,0,0,0,0,35,100,1,99,98,2,10,0,0,28,2,23,3,14,2,7,5,0,0,0,84,41,98,90,25,90,46,69,26,91,79,96,55,87,84,41,94,71,89,56,81,29,98,89,83,47,85,41,63,14,86,56,15,0,44,25,88,71,47,98,82,78,97,65,36,22,5,86,65,91,23,79,39,75,97,59,58,35,89,60,88,34,0,0,0,84,90,67,53,20,88,48,90,18,75,21,82,22,93,69,30,52,11,100,93,29,78,84,85,58,82,63,77,64,77,75,53,24,66,100,11,31,100,95,68,83,65,76,78,15,48,30,19,33,9,3,51,86,87,55,6,62
nidorina,18,14,2,19,4,0,5,1,0,89,100,0,100,99,5,36,8,0,53,8,44,7,48,3,21,19,0,0,16,0,58,100,95,46,97,65,78,50,97,97,99,76,97,96,80,98,97,95,76,89,48,97,96,99,62,92,76,73,42,95,77,39,0,67,25,99,92,86,100,96,89,100,80,44,39,28,97,87,97,46,93,62,91,99,89,83,65,95,83,96,63,0,0,0,97,99,90,86,47,97,79,96,49,95,66,100,59,95,74,50,77,45,100,97,58,95,89,98,80,93,88,83,76,85,93,78,37,90,100,25,46,100,98,87,95,87,90,93,62,86,42,43,47,36,21,94,99,96,70,26,80
nidoqueen,42,46,7,63,23,9,27,7,0,100,100,8,100,100,20,67,52,3,88,24,84,28,86,49,91,100,16,1,59,42,0,100,100,81,100,88,88,50,100,100,100,99,99,98,96,100,98,100,95,95,76,100,100,100,97,100,92,85,57,97,93,88,0,80,50,98,99,96,100,100,100,100,93,79,52,26,100,98,100,92,99,100,100,100,99,98,91,99,99,98,88,0,0,0,100,100,100,87,86,100,96,99,92,99,89,100,95,100,98,97,96,54,100,100,77,98,99,99,96,95,99,99,98,89,100,95,86,100,100,61,75,100,100,99,100,100,98,100,61,93,61,76,77,57,98,100,100,100,96,64,94
nidoran-m,12,2,0,2,0,0,0,0,0,53,100,1,98,100,1,4,0,0,19,2,26,2,9,2,9,7,0,0,2,0,0,0,76,11,94,25,61,36,88,91,85,41,87,78,40,90,59,85,40,42,19,92,77,86,44,59,34,40,15,86,55,8,0,38,18,87,69,40,95,70,71,87,60,28,17,14,80,50,88,20,81,28,65,92,46,65,28,89,55,89,30,0,0,0,79,94,55,51,28,74,39,87,14,62,35,70,21,84,58,24,49,13,100,91,20,84,75,66,40,76,36,76,41,53,73,48,18,47,100,6,25,99,86,53,68,48,76,64,21,41,20,5,28,8,2,37,92,74,47,11,56
nidorino,21,10,1,12,1,0,1,0,0,83,100,2,99,100,1,34,2,0,34,6,33,9,41,4,18,22,0,0,10,5,0,24,0,38,99,68,75,43,97,94,96,74,98,93,78,98,80,94,69,77,44,99,90,98,66,76,70,84,30,93,86,32,0,62,42,97,87,73,98,97,86,99,78,45,34,21,94,75,97,39,95,59,94,97,70,89,64,95,82,97,61,0,0,0,93,96,79,79,42,93,67,93,37,86,55,94,48,94,72,53,72,37,98,98,46,96,95,95,68,83,79,77,74,76,89,64,35,75,100,23,62,100,94,88,95,79,83,85,50,72,45,28,36,19,24,81,95,89,62,20,61
nidoking,63,62,24,79,56,8,48,23,6,100,100,28,100,100,44,81,70,9,93,55,92,37,94,70,92,100,36,6,75,54,19,89,62,0,100,96,94,61,100,100,100,98,98,98,96,100,100,100,95,100,82,100,100,100,99,100,96,91,64,99,99,98,0,76,61,100,100,100,100,100,100,100,96,87,77,46,100,99,100,93,100,99,100,100,100,99,99,100,100,100,98,0,0,0,100,100,100,95,87,100,100,99,94,99,98,100,94,100,98,100,96,90,100,100,82,100,100,99,97,97,98,97,100,93,100,97,84,100,100,86,91,100,100,100,100,100,100,100,64,96,90,80,94,70,96,100,100,100,100,72,95
clefairy,4,5,2,13,3,0,2,0,0,39,72,1,25,61,1,14,2,0,15,6,20,8,7,3,5,6,0,0,9,1,0,5,0,0,0,29,60,26,68,78,92,62,72,49,28,88,67,91,84,86,35,92,72,87,60,63,41,42,22,70,62,22,0,55,32,80,55,42,75,68,33,91,48,28,14,8,88,66,90,57,66,27,65,87,51,42,31,73,22,79,40,8,8,6,83,89,73,49,29,68,40,58,11,75,48,79,23,87,46,24,43,19,91,77,18,84,89,70,47,67,70,94,64,57,62,36,20,40,98,15,35,86,79,59,82,52,80,71,21,36,16,17,20,9,18,59,69,73,34,23,55
clefable,43,34,7,43,30,7,56,31,7,95,95,22,77,89,30,72,32,9,64,33,59,32,73,23,58,66,36,1,48,31,10,72,29,3,57,0,69,54,95,95,98,97,96,97,92,98,97,98,99,98,91,99,96,99,91,97,91,81,56,99,96,71,0,75,65,96,98,94,96,99,86,98,97,94,73,68,98,98,97,94,98,89,98,99,97,95,78,93,87,96,93,41,38,25,96,99,97,95,74,99,91,93,72,95,92,99,85,96,93,85,94,76,96,100,72,96,97,99,97,98,97,100,91,93,99,90,76,98,98,70,83,98,98,96,98,91,97,95,87,93,75,73,64,74,76,98,99,95,90,70,87
vulpix,21,15,3,2,0,0,0,0,0,55,54,1,59,60,8,21,3,0,7,1,18,3,10,4,8,4,3,0,5,2,0,13,3,0,6,0,0,9,68,53,64,42,76,63,57,72,68,76,66,38,16,69,59,60,33,47,22,54,12,42,24,7,0,43,26,63,47,28,81,62,56,50,23,35,23,9,54,29,53,17,70,61,61,69,43,32,25,67,41,60,35,42,23,12,45,52,42,47,23,58,23,71,41,58,24,39,17,54,62,37,40,19,44,75,14,49,45,44,19,34,21,61,52,46,44,33,32,40,69,6,29,50,67,18,57,27,56,25,8,23,11,12,9,38,6,23,64,34,20,23,20
ninetales,30,13,2,8,2,0,1,0,0,58,44,3,61,44,7,13,2,0,28,0,27,3,22,2,19,12,3,0,1,2,0,14,0,0,8,0,5,0,58,42,73,41,48,62,46,68,54,51,47,64,39,61,46,44,43,64,56,36,24,51,46,20,46,51,37,54,49,37,72,62,53,47,32,50,20,8,47,37,46,13,49,49,54,60,50,38,30,47,30,58,56,49,22,12,41,57,46,49,29,59,41,60,38,52,36,44,49,34,53,44,38,13,57,52,27,62,39,39,32,49,28,50,60,64,49,36,50,37,71,14,17,44,58,30,57,29,47,32,7,26,10,11,19,53,39,34,54,45,27,23,26
jigglypuff,14,9,5,16,3,1,1,0,0,60,80,0,49,83,2,7,3,0,17,3,21,9,13,0,19,9,0,0,8,3,0,11,3,0,16,0,4,0,0,74,92,51,51,37,28,76,49,96,78,72,32,84,67,85,52,59,40,54,23,73,50,9,0,54,40,74,42,35,79,49,23,82,49,5,2,1,83,43,97,37,57,21,55,82,42,53,27,67,35,73,15,0,0,0,59,95,70,47,21,73,40,66,12,72,35,43,14,68,26,13,12,2,98,80,14,81,86,66,44,77,57,91,54,57,48,44,21,45,100,15,18,95,80,59,69,55,74,31,3,12,3,14,6,13,8,54,77,79,50,28,52
wigglytuff,6,4,0,6,3,1,6,0,0,86,67,0,36,54,5,15,5,0,37,5,45,6,15,1,22,9,2,0,20,3,0,9,6,0,17,0,7,0,26,0,96,77,61,66,34,97,82,99,86,95,56,99,90,93,76,78,61,56,29,86,77,30,0,51,45,94,72,49,91,65,54,97,62,36,26,6,95,82,100,66,78,50,84,99,83,61,43,76,41,89,48,0,0,0,94,98,88,69,40,90,76,85,38,92,68,69,54,89,62,34,57,11,92,80,37,88,79,90,73,77,79,95,82,72,79,45,44,75,100,34,41,98,92,76,80,85,92,76,15,35,11,41,30,24,30,84,91,89,69,39,82
