name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
metapod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butterfree,54,45,19,27,5,3,21,10,1,57,60,0,66,69,42,38,22,1,53,16,50,16,61,36,37,16,38,13,63,39,12,67,55,18,24,5,15,2,42,22,69,34,47,46,48,45,21,50,47,57,21,43,20,42,7,59,22,15,2,36,20,12,0,7,1,63,37,34,62,59,41,43,26,35,34,7,26,16,9,1,25,5,19,30,22,15,3,48,27,60,28,55,42,16,39,9,2,54,15,42,6,21,0,37,23,43,5,15,70,38,35,18,2,49,1,54,43,44,11,47,5,5,13,2,7,4,5,12,73,0,2,22,26,8,9,9,20,44,14,50,14,2,0,1,0,3,45,26,3,4,3
weedle,0,0,0,3,2,0,0,0,0,22,91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kakuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beedrill,94,87,34,63,38,11,41,14,1,100,100,13,100,100,0,63,33,6,97,42,78,37,91,37,99,100,36,7,83,46,3,91,58,1,65,5,55,6,82,19,81,14,100,100,97,87,62,89,67,95,47,96,52,76,23,61,20,33,2,85,44,0,67,72,30,70,16,13,97,90,68,90,34,7,1,0,68,24,83,6,30,5,34,70,26,75,22,59,10,52,2,3,0,0,26,96,62,35,8,88,25,88,42,48,14,85,5,35,19,5,5,2,99,80,6,89,90,55,27,92,61,80,23,71,48,21,6,36,100,0,4,94,72,31,66,37,76,19,2,11,3,0,6,0,1,4,90,61,9,27,31
pidgey,11,8,0,5,1,0,0,0,0,35,9,1,36,12,1,0,0,0,10,0,14,1,10,0,2,0,0,0,2,0,0,2,0,0,0,0,3,0,2,0,14,0,7,0,1,32,16,7,0,31,1,8,1,1,0,8,1,0,0,4,0,0,0,3,0,2,0,0,27,8,0,2,0,0,0,0,1,1,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,0,9,2,3,0,0,0,1,0,6,0,1,0,0,0,0,0,0,11,6,0,7,0,1,0,0,0,1,1,2,0,0,0,1,29,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
pidgeotto,28,20,3,15,7,0,0,0,0,48,17,1,45,9,18,5,0,0,34,1,41,2,14,0,11,0,6,0,11,2,0,18,7,0,3,0,7,0,8,0,39,0,15,11,3,43,22,22,13,40,6,32,3,5,0,31,1,3,0,9,0,0,0,6,0,14,2,1,39,24,5,15,0,0,0,0,5,0,2,0,0,0,1,18,8,0,0,1,0,10,1,1,0,0,0,11,2,10,0,7,0,14,0,10,0,12,0,0,5,0,0,0,16,13,0,11,1,7,0,4,0,3,2,4,0,2,0,7,41,0,0,4,4,0,0,7,10,0,0,0,0,0,0,0,0,0,15,1,0,0,0
pidgeot,49,40,16,45,13,9,29,6,0,55,42,19,59,54,39,29,16,0,52,15,52,22,45,19,52,21,38,6,44,23,6,52,36,11,22,3,28,1,40,18,50,20,43,39,28,67,50,40,28,55,42,46,26,35,10,54,31,20,3,54,22,7,31,31,4,46,25,13,66,45,36,41,5,13,5,0,28,16,19,0,11,3,37,51,31,19,1,21,1,56,20,12,1,0,6,37,16,53,15,34,13,38,3,29,13,37,13,11,21,11,9,0,37,44,7,61,36,38,8,45,17,26,25,26,15,18,10,17,60,0,2,25,30,2,10,16,23,6,1,5,1,0,0,0,0,9,37,18,2,0,3
rattata,25,23,2,28,12,1,1,0,0,97,78,0,99,93,3,26,4,0,0,5,76,7,46,10,34,40,3,0,16,3,0,36,14,0,38,1,19,0,35,7,60,2,7,5,1,31,3,55,14,39,0,54,5,31,0,21,1,12,0,19,4,0,0,33,3,4,1,0,59,27,6,56,2,0,0,0,18,3,20,0,2,0,14,33,5,13,0,11,0,13,0,0,0,0,7,60,16,5,0,15,2,15,0,29,0,0,0,4,5,0,0,0,91,23,0,23,12,15,2,13,0,27,9,4,8,0,0,5,100,0,0,65,17,2,4,9,19,1,0,0,0,0,0,0,0,1,31,27,2,1,8
raticate,78,74,25,92,69,25,45,13,0,100,91,13,100,100,58,46,24,4,95,0,100,59,100,52,96,92,36,7,84,54,6,95,59,5,68,9,54,2,96,41,98,21,58,47,14,89,52,99,73,91,24,96,68,86,25,64,15,35,2,91,49,6,0,48,17,39,12,4,96,75,36,92,37,0,0,0,71,39,96,1,44,6,50,95,72,83,45,56,16,61,1,0,0,0,55,99,73,24,3,74,29,62,2,63,13,14,16,28,23,8,0,0,95,93,15,78,84,62,38,65,11,90,46,51,48,21,6,42,100,4,10,85,68,32,45,62,88,3,0,6,0,2,1,1,2,38,87,63,14,9,27
spearow,70,63,14,23,5,0,2,0,0,94,86,7,99,95,22,30,6,0,24,0,0,9,50,11,10,4,1,0,22,8,0,38,7,0,21,0,28,2,39,6,57,3,53,27,12,63,41,78,41,74,17,47,5,30,0,39,8,8,0,20,0,2,0,26,1,26,14,10,66,43,20,53,3,0,0,0,17,1,21,0,0,0,14,34,3,6,0,12,0,2,0,7,5,1,5,35,18,6,0,4,0,51,2,32,8,5,0,2,4,0,0,0,80,46,0,19,8,14,1,18,0,18,14,8,2,0,0,3,100,0,0,66,16,1,0,5,21,1,0,0,0,0,0,0,0,1,30,13,0,0,16
fearow,96,97,69,75,49,19,36,17,0,100,98,34,100,99,63,50,31,6,93,41,91,0,93,54,60,25,31,4,87,58,13,88,56,9,58,16,44,5,78,34,96,47,93,73,61,96,77,98,85,99,74,90,60,90,27,73,56,33,4,79,33,24,32,48,12,79,52,38,94,85,77,90,28,0,0,0,77,40,86,1,7,1,61,95,53,41,13,51,18,33,0,51,21,4,36,96,63,33,10,43,10,88,24,71,25,60,32,27,32,13,3,0,97,95,12,73,64,67,21,67,16,73,64,58,16,35,8,31,100,1,4,76,74,24,21,48,62,5,0,4,0,0,1,0,1,29,78,62,10,4,29
ekans,62,48,13,33,24,1,5,0,0,99,100,2,100,96,9,21,8,1,54,0,50,7,0,23,56,58,5,0,48,17,0,57,20,0,59,0,15,1,59,26,55,12,39,41,11,55,16,48,17,11,0,44,6,21,3,8,1,7,0,26,7,0,0,8,2,18,10,2,71,32,21,43,9,0,0,0,19,6,40,1,8,3,6,42,6,22,2,34,3,34,1,0,0,0,14,57,21,15,1,25,5,64,1,21,1,15,0,15,3,3,1,0,83,75,1,44,33,14,4,23,1,37,10,4,14,4,0,4,100,0,0,63,13,2,17,5,19,1,0,4,0,0,0,0,0,3,26,19,5,1,13
arbok,94,92,51,84,55,30,49,28,1,100,100,15,100,100,63,46,28,3,90,47,89,46,77,0,97,88,40,11,93,77,21,85,69,2,91,27,43,4,96,75,95,34,92,84,48,94,68,87,51,59,17,91,56,78,28,53,15,35,4,85,46,14,0,26,7,69,31,25,99,84,73,89,40,0,1,0,75,38,89,8,52,11,50,92,49,79,51,70,20,81,31,0,0,0,62,89,71,64,18,69,24,93,9,43,10,87,13,52,24,19,9,1,95,98,13,90,87,66,33,70,48,76,44,45,49,17,4,44,100,1,15,79,65,38,65,41,61,27,0,19,1,0,5,5,4,52,80,63,19,4,35
pikachu,14,19,0,41,14,1,27,14,0,100,100,9,100,100,1,57,35,4,66,4,90,40,44,3,0,66,9,0,68,22,0,61,27,0,52,3,16,1,55,27,88,21,4,3,0,37,8,72,17,18,0,59,15,65,25,31,1,17,0,57,34,7,3,15,1,29,6,0,45,15,0,66,13,0,0,0,24,5,78,13,8,1,31,80,36,37,10,45,0,79,47,18,4,0,2,37,2,61,44,9,1,19,0,14,0,4,0,15,26,6,0,0,30,62,0,89,82,51,18,67,33,36,26,2,3,1,2,1,100,12,3,63,21,16,2,3,23,55,19,39,22,4,0,1,0,31,31,8,2,0,8
raichu,9,6,0,55,29,11,57,41,6,100,100,18,100,100,0,67,46,12,60,8,96,75,42,12,34,0,0,0,65,28,0,67,25,0,54,1,20,0,62,44,94,37,0,1,0,30,4,78,35,0,0,79,28,91,47,19,6,19,0,87,77,18,0,13,2,37,8,1,42,20,0,79,52,0,0,0,49,11,99,54,20,1,68,98,85,87,33,36,2,98,72,58,32,0,0,40,3,82,58,4,0,19,0,0,0,2,1,14,25,9,0,0,0,66,0,99,98,74,35,82,61,47,39,3,0,10,1,5,100,23,19,72,21,34,0,0,44,93,33,76,40,11,0,12,2,95,12,0,5,0,6
sandshrew,55,59,13,63,38,23,22,7,0,100,100,14,100,100,64,53,34,3,97,64,99,69,95,60,91,100,0,10,97,86,25,97,88,12,97,23,56,11,100,86,99,61,18,17,8,100,79,94,66,98,49,100,85,86,40,79,34,29,4,57,19,1,0,46,11,75,26,14,88,65,32,70,16,2,0,0,83,45,78,3,30,3,70,94,53,35,15,81,18,36,1,0,0,0,86,99,74,33,11,74,25,31,7,79,28,48,29,74,51,14,7,0,99,58,21,32,9,53,23,35,10,76,59,72,92,36,10,58,100,3,2,64,88,20,81,62,60,4,0,2,1,2,1,0,41,44,69,72,28,1,28
sandslash,79,89,57,99,86,51,79,50,7,100,100,36,100,100,93,76,51,27,100,93,100,96,100,89,100,100,90,0,100,99,69,100,97,63,99,67,66,23,100,100,100,88,67,54,34,100,93,100,97,99,89,99,98,100,88,94,78,74,8,93,62,25,0,69,37,96,84,68,99,97,68,93,63,37,8,1,99,90,100,33,88,39,98,100,93,91,60,97,73,88,30,0,0,0,100,100,96,85,26,99,76,79,65,100,87,95,71,99,92,80,48,5,100,95,54,89,71,95,76,77,56,100,86,99,99,85,33,90,100,13,16,87,99,76,98,94,96,54,2,29,5,27,32,4,88,99,100,95,71,27,57
nidoran-f,59,54,7,52,29,13,6,2,0,100,91,0,100,48,17,27,11,0,84,16,78,13,52,7,32,35,3,0,0,17,0,65,25,0,49,1,21,0,60,16,78,3,26,10,0,54,19,40,7,50,4,82,39,34,4,31,1,6,0,46,8,0,0,8,1,26,7,1,80,36,10,52,2,1,1,0,36,7,21,0,25,6,14,71,19,20,9,13,0,14,0,0,0,0,47,57,11,2,0,23,5,31,0,27,1,51,0,26,3,0,2,0,92,56,6,24,18,24,4,25,0,20,14,18,12,7,0,26,100,0,2,69,40,0,11,22,31,10,0,4,0,1,1,0,0,3,33,27,0,0,13
nidorina,85,78,18,76,44,21,38,2,0,100,98,2,100,91,54,42,24,0,97,45,92,42,83,23,77,72,14,1,83,0,8,96,61,0,70,13,37,5,88,52,93,14,69,39,8,94,38,72,30,64,10,95,71,70,12,48,10,28,1,79,33,3,0,26,2,59,26,7,95,90,41,88,10,3,0,0,77,33,71,0,63,19,39,88,46,54,21,35,2,53,7,0,0,0,64,86,38,19,1,70,19,63,3,53,0,83,4,49,16,6,16,2,97,86,14,61,44,55,22,50,7,41,18,55,35,21,2,49,100,1,3,86,80,19,58,41,60,29,4,32,6,0,5,1,0,15,74,44,5,0,14
nidoqueen,99,93,64,99,87,54,77,43,1,100,100,29,100,100,97,81,61,16,100,94,100,87,100,79,100,100,75,31,100,92,0,100,100,39,98,66,70,21,100,96,100,73,92,88,48,100,90,100,83,93,44,100,94,99,62,97,58,59,13,94,75,31,0,60,23,95,78,55,100,96,85,100,62,6,1,0,93,81,98,15,95,66,91,100,93,92,66,97,69,78,13,0,0,0,92,100,93,54,26,99,77,96,35,96,46,99,46,87,77,62,23,8,100,100,39,85,83,88,71,88,47,91,85,91,98,65,24,74,100,4,18,97,94,81,99,97,89,45,3,27,7,14,34,5,71,98,100,95,55,15,61
nidoran-m,51,44,5,45,17,4,9,0,0,99,99,0,100,83,9,27,9,0,64,5,62,12,43,15,39,33,3,0,35,4,0,0,25,0,41,3,25,0,60,18,59,7,33,10,1,47,11,48,10,23,0,77,24,31,3,22,2,9,0,38,8,0,0,9,1,27,7,4,76,39,16,58,3,1,0,0,32,10,23,0,37,2,14,57,13,16,10,21,0,11,1,0,0,0,42,54,16,6,0,29,1,35,1,20,1,28,0,25,4,0,5,0,99,59,2,37,19,23,1,27,0,34,4,13,10,4,0,16,100,0,1,76,45,1,16,10,32,15,0,11,0,0,2,0,0,2,37,25,1,0,9
nidorino,76,84,34,74,42,15,40,10,0,100,99,3,100,96,42,57,24,2,86,41,93,44,80,31,73,75,12,3,75,39,0,75,0,2,68,5,39,6,93,47,88,21,76,53,17,82,43,78,32,54,7,92,62,71,11,46,9,24,1,73,30,2,0,37,3,59,26,14,95,80,45,92,14,6,2,0,72,36,75,1,65,27,43,89,40,67,36,45,7,52,3,0,0,0,63,79,30,27,1,66,23,66,0,47,8,73,11,47,18,4,21,0,100,83,24,67,64,46,13,66,10,29,17,48,38,16,1,47,100,0,7,88,75,13,64,35,60,35,2,21,2,0,5,0,0,18,77,53,6,1,25
nidoking,99,100,73,99,93,55,92,73,12,100,100,50,100,100,99,76,77,38,100,95,100,91,100,98,100,100,88,37,100,100,61,100,98,0,99,68,83,34,100,99,100,86,93,97,78,100,96,100,86,96,56,100,94,99,89,100,70,82,19,99,80,53,0,68,40,97,91,77,100,99,98,100,78,10,3,0,98,89,100,25,95,68,97,100,93,98,89,98,83,88,25,0,0,0,96,100,97,80,51,98,86,100,65,97,72,100,73,97,86,77,39,1,100,100,38,93,84,98,81,90,76,96,84,91,99,84,33,90,100,31,35,95,96,83,100,91,98,73,1,54,7,12,55,12,72,99,99,99,89,33,70
clefairy,37,19,3,57,31,11,17,5,0,94,50,7,80,46,29,22,7,0,57,11,77,17,37,6,44,27,1,0,38,15,0,48,24,0,0,2,20,1,40,8,77,12,12,9,1,60,33,50,17,45,10,70,33,54,7,20,3,9,1,58,10,1,0,23,2,38,6,5,50,26,4,54,4,9,4,1,41,20,30,5,18,4,18,76,21,8,1,7,0,39,8,9,3,0,39,66,24,17,8,28,4,15,1,47,10,47,0,11,7,2,7,1,28,51,2,42,22,22,7,23,9,64,15,16,11,2,2,16,96,0,1,22,27,9,18,17,37,12,2,4,2,2,0,1,0,9,32,20,1,1,4
clefable,90,91,63,93,90,58,95,78,24,92,76,34,96,88,91,69,48,31,96,83,97,78,94,63,91,91,71,22,94,76,29,95,91,28,74,0,59,19,90,73,98,73,91,87,66,93,88,96,95,95,71,95,90,94,85,90,55,53,20,94,85,48,0,55,36,91,79,68,94,87,62,98,83,65,41,35,92,80,92,42,81,53,86,96,88,87,56,70,33,88,62,36,18,4,79,95,92,76,40,92,66,82,45,93,60,96,54,82,76,44,61,41,90,95,45,89,82,83,70,84,91,95,74,92,83,66,36,77,97,24,53,73,89,55,89,86,91,82,38,75,30,25,10,34,31,86,94,85,54,32,38
vulpix,39,22,5,18,7,0,1,0,0,68,55,11,61,50,9,25,6,1,34,1,26,7,34,5,25,9,13,0,21,4,0,24,6,0,3,0,0,0,33,12,43,5,43,30,14,55,41,49,31,16,1,30,8,12,0,10,2,6,1,10,2,0,0,7,2,14,4,3,55,52,29,6,0,1,0,0,6,3,11,0,55,28,14,30,8,3,1,21,1,29,10,14,4,0,12,19,5,11,0,12,3,48,8,8,2,7,0,5,15,0,4,1,8,43,0,20,1,3,1,5,0,8,15,15,4,4,10,6,49,1,0,9,13,0,4,2,15,0,0,0,0,4,0,4,0,1,16,5,3,2,0
ninetales,29,17,4,11,10,5,4,1,0,62,38,7,53,41,19,17,6,0,30,2,39,4,24,2,29,8,10,1,14,10,1,16,11,0,4,0,6,0,35,4,37,4,28,14,13,48,36,29,30,49,2,23,13,11,1,33,3,13,0,21,5,0,12,13,5,28,6,0,48,39,19,16,1,8,0,0,10,5,2,0,25,14,13,27,7,9,2,7,0,24,13,19,2,0,4,20,6,7,1,23,5,32,3,13,1,6,6,3,21,3,0,0,25,36,5,15,7,6,0,15,0,8,12,24,10,7,8,10,24,0,1,5,17,5,6,4,12,1,0,0,0,0,0,3,1,1,18,5,0,1,0
jigglypuff,39,44,8,53,31,14,2,0,0,99,89,4,99,96,17,26,13,0,65,4,61,21,40,4,44,38,0,0,40,12,0,40,6,0,20,1,10,0,0,6,88,4,7,0,2,50,15,89,33,51,3,60,19,40,2,29,3,8,0,54,7,0,0,27,5,16,2,1,45,24,3,57,3,0,0,0,26,11,71,0,4,0,11,60,20,19,0,11,0,9,0,0,0,0,29,84,41,5,0,27,4,16,0,34,2,10,1,4,1,0,0,0,78,41,0,25,18,15,2,24,0,57,7,23,13,4,0,9,100,0,0,93,30,2,18,10,40,0,0,0,0,0,0,0,0,1,50,30,3,0,32
wigglytuff,60,66,13,84,60,31,36,11,0,100,65,5,96,78,81,27,13,3,93,48,94,60,73,25,73,55,13,0,82,46,4,82,53,1,18,3,26,0,65,0,96,36,32,18,3,91,64,86,49,93,24,96,57,84,27,62,17,20,1,78,32,5,0,38,11,65,20,7,87,56,12,74,8,0,0,0,88,44,77,0,23,0,51,98,64,47,7,20,0,53,0,0,0,0,31,98,65,22,3,74,19,28,1,64,23,42,16,19,14,3,0,0,64,61,17,43,32,72,38,40,9,83,55,63,46,17,0,54,99,1,2,64,70,5,50,60,65,0,0,0,0,1,0,0,6,34,70,53,14,1,23
